1,0.7844425,0.045591995,0.1699656
2,0.780861,0.042373676,0.1767653
3,0.7833495,0.044426497,0.17222406
4,0.7829091,0.060603406,0.15648745
5,0.79114646,0.04552681,0.16332665
6,0.7926831,0.049161863,0.15815498
7,0.78186613,0.044695247,0.1734387
8,0.7995667,0.052391574,0.14804178
9,0.8063978,0.048896704,0.14470553
10,0.8282174,0.03131409,0.14046855
11,0.8213012,0.03908894,0.13960981
12,0.8063008,0.040603753,0.15309538
13,0.8028519,0.05591308,0.14123507
14,0.37159258,0.0,0.6284074
15,0.81616306,0.037539553,0.14629745
16,0.7948273,0.045613997,0.1595587
17,0.8011218,0.0391646,0.15971354
18,0.81821895,0.04677164,0.13500942
19,0.7777334,0.060615167,0.16165149
20,0.7928409,0.055790715,0.15136842
21,0.7844902,0.060628913,0.15488087
22,0.8097106,0.03889031,0.15139899
23,0.7890904,0.04945709,0.1614525
24,0.82638365,0.033978347,0.13963795
25,0.7726355,0.045571424,0.18179305
26,0.7895217,0.045566093,0.16491228
27,0.79282445,0.03896723,0.16820838
28,0.7759967,0.04385956,0.18014376
29,0.8325646,0.030222686,0.13721271
30,0.8313976,0.03904342,0.12955903
31,0.81106776,0.04167141,0.14726083
32,0.82299745,0.044159558,0.13284303
33,0.77245855,0.04429099,0.18325044
34,0.80432254,0.042806964,0.15287052
35,0.7828042,0.048902195,0.16829363
36,0.81245136,0.04671517,0.14083347
37,0.78938186,0.04229934,0.1683188
38,0.82307255,0.05077996,0.12614757
39,0.8114044,0.04210743,0.14648812
40,0.7710973,0.06902483,0.15987782
41,0.78614783,0.052240565,0.16161154
42,0.83149815,0.040628664,0.12787324
43,0.7892902,0.035864733,0.174845
44,0.807347,0.034757324,0.15789576
45,0.79166627,0.030992348,0.17734146
