1,0.8026298,0.044860736,0.1525094
2,0.7608488,0.067512885,0.1716383
3,0.78953326,0.040503185,0.16996354
4,0.7962028,0.04897257,0.15482454
5,0.7943561,0.042555228,0.16308866
6,0.77949107,0.0522211,0.16828784
7,0.78098047,0.03883868,0.18018083
8,0.9996809,0.00031910135,2.9774982e-10
9,0.8013394,0.04385539,0.15480529
10,0.8432267,0.042356286,0.114417
11,0.8229091,0.04089802,0.13619283
12,0.78678447,0.061932266,0.15128326
13,0.8012381,0.052367296,0.14639461
14,0.821397,0.038916435,0.13968657
15,0.80768025,0.042770687,0.14954904
16,0.7799468,0.041820366,0.17823279
17,0.80203015,0.031743463,0.16622636
18,0.8214433,0.03721964,0.1413371
19,0.7794067,0.05726586,0.1633274
20,0.7861019,0.052293546,0.16160454
21,0.7811015,0.058938723,0.15995975
22,0.8029101,0.03887321,0.15821669
23,1.0,0.0,0.0
24,0.7936701,0.038191397,0.16813849
25,0.775567,0.046516735,0.17791621
26,0.7996879,0.043800816,0.15651125
27,0.78950936,0.04054975,0.16994092
28,0.79120463,0.04064147,0.16815393
29,0.79302084,0.037164718,0.16981436
30,0.81457883,0.039058246,0.14636298
31,0.80463547,0.045540273,0.14982429
32,0.812057,0.05110421,0.13683887
33,0.76417816,0.043928593,0.19189334
34,0.7964621,0.04948654,0.15405132
35,0.7793933,0.04727425,0.17333238
36,0.8180029,0.04247942,0.13951768
37,0.7935461,0.042648457,0.16380541
38,0.81820434,0.052257452,0.12953813
39,0.8062717,0.045719616,0.14800863
40,0.77607507,0.065675505,0.15824941
41,0.5746704,0.17801036,0.24731925
42,0.8348511,0.03554172,0.12960717
43,0.7960765,0.03732584,0.16659765
44,0.77697426,0.06198192,0.16104385
45,1.0,0.0,1.1668663e-26
