1,0.7996866,0.04886547,0.1514479
2,0.78102183,0.043875135,0.17510308
3,0.78275913,0.04392293,0.1733179
4,0.7979116,0.055792842,0.1462955
5,0.79123425,0.043876875,0.16488892
6,0.78949946,0.05222883,0.15827172
7,0.7732084,0.03799013,0.18880157
8,0.0,1.0,0.0
9,0.812751,0.00926612,0.1779828
10,0.83654547,0.044065658,0.119388886
11,0.8477607,0.026261685,0.12597762
12,0.8029538,0.04054388,0.15650243
13,0.81140876,0.053908106,0.13468309
14,0.8245927,0.03751349,0.1378938
15,0.8008957,0.041068178,0.15803613
16,0.7876779,0.04584094,0.16648117
17,0.7978804,0.037286256,0.16483343
18,0.8051054,0.0544057,0.14048888
19,0.7757186,0.061454527,0.16282691
20,0.77943856,0.05894791,0.16161348
21,0.9998123,0.00018772921,7.073494e-09
22,0.801223,0.03726419,0.16151285
23,0.79791415,0.05060721,0.15147868
24,0.8321013,0.032237925,0.1356608
25,0.7756299,0.049814902,0.17455517
26,0.72992826,0.090309694,0.17976199
27,0.7861213,0.04050801,0.17337066
28,0.79244447,0.042892724,0.16466278
29,0.9968227,0.003177319,3.1868122e-10
30,0.83124375,0.034194905,0.13456133
31,0.8080497,0.0439374,0.1480129
32,0.8196668,0.04414073,0.1361924
33,0.7723802,0.04244909,0.18517068
34,0.81330144,0.043684084,0.14301457
35,1.0,0.0,0.0
36,0.8147534,0.042216174,0.14303046
37,0.78771096,0.04240443,0.1698846
38,0.8247978,0.048986096,0.12621604
39,0.81120497,0.038966868,0.14982826
40,0.7828356,0.06566311,0.15150134
41,0.7996184,0.05225542,0.14812618
42,0.87885714,0.060180478,0.06096237
43,0.796652,0.041370567,0.16197738
44,0.8078827,0.045710213,0.14640704
45,0.79888284,0.03336884,0.16774826
