,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,num1%3,num1/3,num2%3,num2/3,num3%3,num3/3,num4%3,num4/3,num5%3,num5/3,num6%3,num6/3,num7%3,num7/3,sup1%3,sup1/3,sup2%3,sup2/3
211,820,20091103,15,4,7,2,36,17,6,25,9,0,0,1,0,1,0,2,0,0,2,2,1,0,0,1,1,0,0
212,821,20091110,1,24,16,31,36,25,35,21,28,1,0,0,1,1,1,1,2,0,2,1,1,2,2,0,1,1,1
213,822,20091117,27,4,33,6,34,25,31,19,41,0,1,1,0,0,2,0,0,1,2,1,1,1,2,1,1,2,2
214,823,20091124,7,31,22,36,39,24,23,34,9,1,0,1,2,1,1,0,2,0,2,0,1,2,1,1,2,0,0
215,824,20091201,10,2,24,8,27,28,18,25,36,1,0,2,0,0,1,2,0,0,1,1,1,0,1,1,1,0,2
216,825,20091208,35,42,7,34,11,29,45,3,4,2,2,0,2,1,0,1,2,2,0,2,1,0,2,0,0,1,0
217,826,20091215,29,7,22,37,12,28,32,34,36,2,1,1,0,1,1,1,2,0,0,1,1,2,2,1,2,0,2
218,827,20091222,44,2,1,45,20,35,36,26,6,2,2,2,0,1,0,0,2,2,1,2,2,0,2,2,1,0,0
219,828,20091229,22,12,13,6,28,27,33,23,16,1,1,0,0,1,0,0,0,1,1,0,1,0,2,2,1,1,1
220,829,20100105,11,26,39,3,35,10,6,25,32,2,0,2,1,0,2,0,0,2,2,1,0,0,0,1,1,2,2
221,830,20100112,18,40,31,37,33,23,14,22,42,0,1,1,2,1,2,1,2,0,2,2,1,2,0,1,1,0,2
222,831,20100119,38,18,7,33,37,20,40,30,14,2,2,0,1,1,0,0,2,1,2,2,1,1,2,0,1,2,0
223,832,20100126,21,17,37,44,32,40,38,1,36,0,1,2,1,1,2,2,2,2,2,1,2,2,2,1,0,0,2
224,833,20100202,28,32,38,19,29,22,34,17,5,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,0
225,834,20100209,42,44,5,18,24,23,28,32,15,0,2,2,2,2,0,0,1,0,1,2,1,1,1,2,2,0,0
226,835,20100216,21,44,26,20,19,37,1,39,4,0,1,2,2,2,1,2,1,1,1,1,2,1,0,0,2,1,0
227,836,20100223,22,34,17,14,35,2,8,23,10,1,1,1,2,2,1,2,0,2,2,2,0,2,0,2,1,1,0
228,837,20100302,2,1,24,26,19,43,37,18,31,2,0,1,0,0,1,2,1,1,1,1,2,1,2,0,1,1,2
229,838,20100309,8,43,44,25,42,45,39,5,26,2,0,1,2,2,2,1,1,0,2,0,2,0,2,2,0,2,1
230,839,20100316,27,2,31,3,38,37,13,12,36,0,1,2,0,1,2,0,0,2,2,1,2,1,0,0,0,0,2
231,840,20100323,6,9,44,26,23,14,30,40,24,0,0,0,0,2,2,2,1,2,1,2,0,0,1,1,2,0,1
232,841,20100330,40,39,28,29,25,2,35,31,14,1,2,0,2,1,1,2,1,1,1,2,0,2,2,1,2,2,0
233,842,20100406,41,15,2,43,36,11,39,25,42,2,2,0,0,2,0,1,2,0,2,2,0,0,2,1,1,0,2
234,843,20100413,19,21,20,22,17,33,23,26,32,1,1,0,1,2,1,1,1,2,1,0,2,2,1,2,1,2,2
235,844,20100420,30,39,9,11,44,17,1,13,15,0,1,0,2,0,0,2,0,2,2,2,1,1,0,1,0,0,0
236,845,20100427,4,12,42,22,18,3,6,35,37,1,0,0,0,0,2,1,1,0,1,0,0,0,0,2,2,1,2
237,846,20100504,28,19,18,14,5,20,16,36,34,1,1,1,1,0,1,2,0,2,0,2,1,1,1,0,2,1,2
238,847,20100511,15,27,45,7,13,18,10,3,29,0,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,2,1
239,848,20100518,27,13,18,38,42,33,22,29,40,0,1,1,0,0,1,2,2,0,2,0,2,1,1,2,1,1,2
240,849,20100525,44,15,28,36,25,24,37,26,7,2,2,0,0,1,1,0,2,1,1,0,1,1,2,2,1,1,0
241,850,20100601,16,6,18,30,40,15,14,20,23,1,1,0,0,0,1,0,1,1,2,0,0,2,0,2,1,2,1
242,851,20100608,43,15,5,26,21,40,35,12,37,1,2,0,0,2,0,2,1,0,1,1,2,2,2,0,0,1,2
243,852,20100615,32,8,15,29,10,38,18,3,39,2,2,2,0,0,0,2,1,1,0,2,2,0,1,0,0,0,2
244,853,20100622,29,3,41,14,23,6,2,10,35,2,1,0,0,2,2,2,0,2,1,0,0,2,0,1,0,2,2
245,854,20100629,1,34,21,31,17,22,45,7,40,1,0,1,2,0,1,1,2,2,1,1,1,0,2,1,0,1,2
246,855,20100706,19,9,30,45,40,34,29,6,33,1,1,0,0,0,1,0,2,1,2,1,2,2,1,0,0,0,2
247,856,20100713,16,27,39,6,31,13,23,1,45,1,1,0,1,0,2,0,0,1,2,1,0,2,1,1,0,0,2
248,857,20100720,5,6,23,7,13,3,34,2,19,2,0,0,0,2,1,1,0,1,0,0,0,1,2,2,0,1,1
249,858,20100727,40,30,26,1,19,12,8,6,28,1,2,0,1,2,1,1,0,1,1,0,0,2,0,0,0,1,1
250,859,20100803,41,19,27,3,15,40,31,28,45,2,2,1,1,0,1,0,0,0,0,1,2,1,2,1,1,0,2
251,860,20100810,11,16,28,25,22,21,41,39,14,2,0,1,1,1,1,1,1,1,1,0,1,2,2,0,2,2,0
252,861,20100817,44,30,15,2,17,3,23,5,14,2,2,0,1,0,0,2,0,2,1,0,0,2,1,2,0,2,0
253,862,20100824,2,33,12,19,4,44,17,20,5,2,0,0,2,0,0,1,1,1,0,2,2,2,1,2,1,2,0
254,863,20100831,16,40,8,13,30,33,23,24,3,1,1,1,2,2,0,1,0,0,1,0,2,2,1,0,1,0,0
255,864,20100907,40,27,28,34,8,44,3,6,23,1,2,0,1,1,1,1,2,2,0,2,2,0,0,0,0,2,1
256,865,20100914,25,34,41,18,24,29,23,38,37,1,1,1,2,2,2,0,1,0,1,2,1,2,1,2,2,1,2
257,866,20100921,16,38,9,8,44,35,39,17,40,1,1,2,2,0,0,2,0,2,2,2,2,0,2,2,1,1,2
258,867,20100928,33,32,15,26,40,6,25,14,42,0,2,2,2,0,0,2,1,1,2,0,0,1,1,2,0,0,2
259,868,20101005,27,8,23,26,3,41,29,1,13,0,1,2,0,2,1,2,1,0,0,2,2,2,1,1,0,1,0
260,869,20101012,22,37,38,4,1,40,7,9,42,1,1,1,2,2,2,1,0,1,0,1,2,1,0,0,0,0,2
261,870,20101019,13,35,8,27,45,38,19,44,23,1,0,2,2,2,0,0,1,0,2,2,2,1,1,2,2,2,1
262,871,20101026,36,20,32,8,40,6,44,28,1,0,2,2,1,2,2,2,0,1,2,0,0,2,2,1,1,1,0
263,872,20101102,32,14,30,43,23,38,11,19,12,2,2,2,0,0,1,1,2,2,1,2,2,2,0,1,1,0,0
264,873,20101109,25,4,10,35,27,39,36,6,16,1,1,1,0,1,0,2,2,0,1,0,2,0,2,0,0,1,1
265,874,20101116,12,33,38,36,28,43,26,14,11,0,0,0,2,2,2,0,2,1,1,1,2,2,1,2,0,2,0
266,875,20101123,5,20,22,43,45,7,2,14,24,2,0,2,1,1,1,1,2,0,2,1,0,2,0,2,0,0,1
267,876,20101130,26,7,8,22,39,25,20,40,38,2,1,1,0,2,0,1,1,0,2,1,1,2,1,1,2,2,2
268,877,20101207,1,19,40,23,36,27,25,7,24,1,0,1,1,1,2,2,1,0,2,0,1,1,1,1,0,0,1
269,878,20101214,28,22,38,12,34,33,5,40,13,1,1,1,1,2,2,0,0,1,2,0,2,2,0,1,2,1,0
270,879,20101221,26,13,38,8,35,42,7,16,2,2,1,1,0,2,2,2,0,2,2,0,2,1,0,1,1,2,0
271,880,20101228,35,6,37,22,43,36,14,20,10,2,2,0,0,1,2,1,1,1,2,0,2,2,0,2,1,1,0
272,881,20110104,3,4,45,40,24,33,39,20,13,0,0,1,0,0,2,1,2,0,1,0,2,0,2,2,1,1,0
273,882,20110111,34,28,27,33,9,12,17,14,20,1,2,1,1,0,1,0,2,0,0,0,0,2,1,2,0,2,1
274,883,20110118,38,19,2,36,14,21,4,35,8,2,2,1,1,2,0,0,2,2,0,0,1,1,0,2,2,2,0
275,884,20110125,28,17,30,41,5,16,34,26,9,1,1,2,1,0,1,2,2,2,0,1,1,1,2,2,1,0,0
276,885,20110201,23,33,37,34,27,38,11,14,4,2,1,0,2,1,2,1,2,0,1,2,2,2,0,2,0,1,0
277,886,20110208,41,18,14,26,30,15,23,43,5,2,2,0,1,2,0,2,1,0,1,0,0,2,1,1,2,2,0
278,887,20110215,29,20,7,11,32,37,41,33,9,2,1,2,1,1,0,2,0,2,2,1,2,2,2,0,2,0,0
279,888,20110222,39,26,5,18,2,16,28,15,31,0,2,2,1,2,0,0,1,2,0,1,1,1,1,0,0,1,2
280,889,20110301,38,8,20,33,12,16,14,43,41,2,2,2,0,2,1,0,2,0,0,1,1,2,0,1,2,2,2
281,890,20110308,20,7,13,28,16,36,29,6,45,2,1,1,0,1,0,1,1,1,1,0,2,2,1,0,0,0,2
282,891,20110315,26,15,25,8,41,28,16,24,35,2,1,0,0,1,1,2,0,2,2,1,1,1,1,0,1,2,2
283,892,20110322,44,16,13,37,39,10,15,24,40,2,2,1,1,1,0,1,2,0,2,1,0,0,0,0,1,1,2
284,893,20110329,41,17,25,24,27,3,34,43,45,2,2,2,1,1,1,0,1,0,1,0,0,1,2,1,2,0,2
285,894,20110405,18,42,24,45,43,21,40,10,44,0,1,0,2,0,1,0,2,1,2,0,1,1,2,1,0,2,2
286,895,20110412,41,5,13,40,9,18,29,19,14,2,2,2,0,1,0,1,2,0,0,0,1,2,1,1,1,2,0
287,896,20110419,35,11,20,43,19,9,45,27,37,2,2,2,0,2,1,1,2,1,1,0,0,0,2,0,1,1,2
288,897,20110426,44,29,42,36,22,25,41,21,16,2,2,2,1,0,2,0,2,1,1,1,1,2,2,0,1,1,1
289,898,20110503,36,42,45,34,19,10,40,8,7,0,2,0,2,0,2,1,2,1,1,1,0,1,2,2,0,1,0
290,899,20110510,12,35,34,17,15,30,37,4,5,0,0,2,2,1,2,2,1,0,0,0,1,1,2,1,0,2,0
291,900,20110517,11,10,14,33,39,29,26,42,21,2,0,1,0,2,0,0,2,0,2,2,1,2,1,0,2,0,1
292,901,20110524,24,7,21,40,9,15,25,3,38,0,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0,2,2
293,902,20110531,25,33,4,36,45,41,43,19,21,1,1,0,2,1,0,0,2,0,2,2,2,1,2,1,1,0,1
294,903,20110607,17,15,28,8,41,9,7,6,25,2,1,0,0,1,1,2,0,2,2,0,0,1,0,0,0,1,1
295,904,20110614,4,15,13,26,21,3,1,14,27,1,0,0,0,1,0,2,1,0,1,0,0,1,0,2,0,0,1
296,905,20110621,19,15,16,31,42,17,37,39,44,1,1,0,0,1,1,1,2,0,2,2,1,1,2,0,2,2,2
297,906,20110628,28,16,23,20,35,3,27,33,17,1,1,1,1,2,1,2,1,2,2,0,0,0,1,0,2,2,1
298,907,20110705,20,29,28,34,40,6,33,21,8,2,1,2,1,1,1,1,2,1,2,0,0,0,2,0,1,2,0
299,908,20110712,8,21,7,16,35,24,27,33,5,2,0,0,1,1,0,1,1,2,2,0,1,0,1,0,2,2,0
300,909,20110719,27,24,5,34,20,9,8,7,23,0,1,0,1,2,0,1,2,2,1,0,0,2,0,1,0,2,1
301,910,20110726,41,21,10,27,35,45,23,39,37,2,2,0,1,1,0,0,1,2,2,0,2,2,1,0,2,1,2
302,911,20110802,42,2,4,20,29,27,25,32,17,0,2,2,0,1,0,2,1,2,1,0,1,1,1,2,2,2,1
303,912,20110809,33,39,29,27,14,6,26,23,30,0,2,0,2,2,1,0,1,2,0,0,0,2,1,2,1,0,1
304,913,20110816,5,24,25,18,22,39,41,16,6,2,0,0,1,1,1,0,1,1,1,0,2,2,2,1,1,0,0
305,914,20110823,9,12,39,26,18,27,7,8,30,0,0,0,0,0,2,2,1,0,1,0,1,1,0,2,0,0,1
306,915,20110830,41,4,22,16,28,8,34,13,20,2,2,1,0,1,1,1,1,1,1,2,0,1,2,1,0,2,1
307,916,20110906,20,2,27,44,16,5,40,22,31,2,1,2,0,0,1,2,2,1,1,2,0,1,2,1,1,1,2
308,917,20110913,31,24,38,37,6,20,18,21,8,1,2,0,1,2,2,1,2,0,0,2,1,0,1,0,1,2,0
309,918,20110920,4,17,29,1,27,19,22,8,28,1,0,2,1,2,1,1,0,0,1,1,1,1,1,2,0,1,1
310,919,20110927,15,26,32,34,21,40,23,37,22,0,0,2,1,2,2,1,2,0,1,1,2,2,1,1,2,1,1
311,920,20111004,9,2,19,42,1,36,25,5,6,0,0,2,0,1,1,0,2,1,0,0,2,1,1,2,0,0,0
312,921,20111011,39,32,8,25,12,6,44,41,10,0,2,2,2,2,0,1,1,0,0,0,0,2,2,2,2,1,0
313,922,20111018,45,6,10,43,16,15,36,44,9,0,2,0,0,1,0,1,2,1,1,0,0,0,2,2,2,0,0
314,923,20111025,29,33,16,36,34,35,3,14,31,2,1,0,2,1,1,0,2,1,2,2,2,0,0,2,0,1,2
315,924,20111101,23,17,44,25,31,5,12,19,13,2,1,2,1,2,2,1,1,1,2,2,0,0,0,1,1,1,0
316,925,20111108,3,6,1,18,34,21,15,12,28,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,1,1
317,926,20111115,9,6,22,20,28,8,7,29,39,0,0,0,0,1,1,2,1,1,1,2,0,1,0,2,1,0,2
318,927,20111122,11,25,5,21,16,10,37,39,12,2,0,1,1,2,0,0,1,1,1,1,0,1,2,0,2,0,0
319,928,20111129,34,12,9,15,6,33,5,1,4,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0
320,929,20111206,8,2,29,33,30,24,12,17,11,2,0,2,0,2,1,0,2,0,1,0,1,0,0,2,1,2,0
321,930,20111213,18,45,21,25,11,29,42,23,40,0,1,0,2,0,1,1,1,2,0,2,1,0,2,2,1,1,2
322,931,20111220,40,8,36,29,7,9,21,32,10,1,2,2,0,0,2,2,1,1,0,0,0,0,1,2,2,1,0
323,932,20111227,9,20,12,6,38,35,18,13,41,0,0,2,1,0,0,0,0,2,2,2,2,0,1,1,0,2,2
324,933,20120103,22,35,42,1,31,39,34,6,43,1,1,2,2,0,2,1,0,1,2,0,2,1,2,0,0,1,2
325,934,20120110,6,44,37,5,39,8,7,33,40,0,0,2,2,1,2,2,0,0,2,2,0,1,0,0,2,1,2
326,935,20120117,31,11,5,7,13,32,2,27,21,1,2,2,0,2,0,1,0,1,0,2,2,2,0,0,1,0,1
327,936,20120124,40,29,27,13,44,12,10,15,18,1,2,2,1,0,1,1,0,2,2,0,0,1,0,0,0,0,1
328,937,20120131,12,39,9,14,32,1,18,25,11,0,0,0,2,0,0,2,0,2,2,1,0,0,1,1,1,2,0
329,938,20120207,33,5,1,20,25,39,21,29,41,0,2,2,0,1,0,2,1,1,1,0,2,0,1,2,1,2,2
330,939,20120214,7,10,27,31,43,23,25,20,34,1,0,1,0,0,1,1,2,1,2,2,1,1,1,2,1,1,2
331,940,20120221,13,19,41,31,45,6,14,9,28,1,0,1,1,2,2,1,2,0,2,0,0,2,0,0,0,1,1
332,941,20120228,30,8,43,12,17,5,28,25,31,0,1,2,0,1,2,0,0,2,1,2,0,1,1,1,1,1,2
333,942,20120306,21,41,32,5,15,29,7,37,36,0,1,2,2,2,2,2,0,0,0,2,1,1,0,1,2,0,2
334,943,20120313,23,26,3,42,32,33,29,13,36,2,1,2,1,0,0,0,2,2,2,0,2,2,1,1,0,0,2
335,944,20120320,23,3,15,34,40,5,22,26,2,2,1,0,0,0,0,1,2,1,2,2,0,1,1,2,1,2,0
336,945,20120327,17,11,24,15,3,18,39,34,23,2,1,2,0,0,1,0,0,0,0,0,1,0,2,1,2,2,1
337,946,20120403,21,36,7,10,44,19,27,2,8,0,1,0,2,1,0,1,0,2,2,1,1,0,1,2,0,2,0
338,947,20120410,36,35,45,42,15,22,6,10,23,0,2,2,2,0,2,0,2,0,0,1,1,0,0,1,0,2,1
339,948,20120417,21,38,24,40,35,9,27,30,39,0,1,2,2,0,1,1,2,2,2,0,0,0,1,0,1,0,2
340,949,20120424,27,45,19,16,6,11,4,13,43,0,1,0,2,1,1,1,1,0,0,2,0,1,0,1,0,1,2
341,950,20120501,6,2,37,34,36,25,29,3,8,0,0,2,0,1,2,1,2,0,2,1,1,2,1,0,0,2,0
342,951,20120508,17,8,28,34,41,42,6,4,19,2,1,2,0,1,1,1,2,2,2,0,2,0,0,1,0,1,1
343,952,20120515,45,38,10,14,7,19,17,20,25,0,2,2,2,1,0,2,0,1,0,1,1,2,1,2,1,1,1
344,953,20120522,14,6,45,22,33,12,38,19,13,2,0,0,0,0,2,1,1,0,2,0,0,2,2,1,1,1,0
345,954,20120529,35,11,45,37,3,43,29,5,24,2,2,2,0,0,2,1,2,0,0,1,2,2,1,2,0,0,1
346,955,20120605,37,12,1,44,34,33,30,27,38,1,2,0,0,1,0,2,2,1,2,0,2,0,1,0,1,2,2
347,956,20120612,10,8,42,26,45,33,7,30,37,1,0,2,0,0,2,2,1,0,2,0,2,1,0,0,1,1,2
348,957,20120619,16,4,1,2,31,39,10,18,21,1,1,1,0,1,0,2,0,1,2,0,2,1,0,0,1,0,1
349,958,20120626,7,11,19,17,25,43,1,14,21,1,0,2,0,1,1,2,1,1,1,1,2,1,0,2,0,0,1
350,959,20120703,32,34,21,28,19,24,45,16,18,2,2,1,2,0,1,1,1,1,1,0,1,0,2,1,1,0,1
351,960,20120710,20,19,37,40,1,9,4,7,24,2,1,1,1,1,2,1,2,1,0,0,0,1,0,1,0,0,1
352,961,20120717,32,34,20,3,17,4,16,38,41,2,2,1,2,2,1,0,0,2,1,1,0,1,1,2,2,2,2
353,962,20120724,31,20,40,36,6,29,43,17,2,1,2,2,1,1,2,0,2,0,0,2,1,1,2,2,1,2,0
354,963,20120731,14,20,1,17,19,8,5,18,2,2,0,2,1,1,0,2,1,1,1,2,0,2,0,0,1,2,0
355,964,20120807,4,15,38,19,28,3,44,42,25,1,0,0,0,2,2,1,1,1,1,0,0,2,2,0,2,1,1
356,965,20120814,42,14,19,7,28,4,18,27,40,0,2,2,0,1,1,1,0,1,1,1,0,0,1,0,1,1,2
357,966,20120821,5,35,18,33,36,32,44,4,39,2,0,2,2,0,1,0,2,0,2,2,2,2,2,1,0,0,2
358,967,20120828,35,42,26,39,28,25,12,18,5,2,2,0,2,2,1,0,2,1,1,1,1,0,0,0,1,2,0
359,968,20120904,34,6,32,18,44,20,33,2,23,1,2,0,0,2,2,0,1,2,2,2,1,0,2,2,0,2,1
360,969,20120911,26,9,20,10,1,12,32,19,17,2,1,0,0,2,1,1,0,1,0,0,0,2,2,1,1,2,1
361,970,20120918,12,17,11,6,14,16,7,10,39,0,0,2,1,2,0,0,0,2,0,1,1,1,0,1,0,0,2
362,971,20120925,40,45,15,35,5,44,29,12,36,1,2,0,2,0,0,2,2,2,0,2,2,2,1,0,0,0,2
363,972,20121002,28,33,2,15,11,13,41,17,16,1,1,0,2,2,0,0,0,2,0,1,0,2,2,2,1,1,1
364,973,20121009,12,15,1,22,33,4,43,45,30,0,0,0,0,1,0,1,1,0,2,1,0,1,2,0,2,0,1
365,974,20121016,45,16,5,4,23,44,8,36,24,0,2,1,1,2,0,1,0,2,1,2,2,2,0,0,2,0,1
366,975,20121023,21,27,41,14,16,2,25,43,32,0,1,0,1,2,2,2,0,1,1,2,0,1,1,1,2,2,2
367,976,20121030,26,21,31,4,8,5,16,41,32,2,1,0,1,1,2,1,0,2,0,2,0,1,1,2,2,2,2
368,977,20121106,29,43,8,7,15,2,13,21,20,2,1,1,2,2,0,1,0,0,0,2,0,1,0,0,1,2,1
369,978,20121113,8,12,3,37,7,17,39,32,23,2,0,0,0,0,0,1,2,1,0,2,1,0,2,2,2,2,1
370,979,20121120,19,24,39,34,26,43,44,31,5,1,1,0,1,0,2,1,2,2,1,1,2,2,2,1,2,2,0
371,980,20121127,9,13,33,22,16,34,1,4,5,0,0,1,0,0,2,1,1,1,1,1,2,1,0,1,0,2,0
372,981,20121204,1,3,21,31,7,14,24,10,34,1,0,0,0,0,1,1,2,1,0,2,0,0,1,1,0,1,2
373,982,20121211,25,12,21,3,15,5,30,32,20,1,1,0,0,0,1,0,0,0,0,2,0,0,1,2,2,2,1
374,983,20121218,36,19,15,43,12,41,22,38,1,0,2,1,1,0,0,1,2,0,0,2,2,1,1,2,2,1,0
375,984,20121225,28,16,2,32,15,20,5,10,24,1,1,1,1,2,0,2,2,0,0,2,1,2,0,1,0,0,1
376,985,20130101,39,25,19,28,42,8,30,44,43,0,2,1,1,1,1,1,1,0,2,2,0,0,1,2,2,1,2
377,986,20130108,13,40,35,30,39,1,15,33,25,1,0,1,2,2,2,0,1,0,2,1,0,0,0,0,2,1,1
378,987,20130115,28,17,21,44,34,36,7,31,25,1,1,2,1,0,1,2,2,1,2,0,2,1,0,1,2,1,1
379,988,20130122,30,1,27,14,39,28,24,17,8,0,1,1,0,0,1,2,0,0,2,1,1,0,1,2,1,2,0
380,989,20130129,39,36,6,22,38,19,34,40,17,0,2,0,2,0,0,1,1,2,2,1,1,1,2,1,2,2,1
381,990,20130205,19,27,45,42,30,37,17,8,18,1,1,0,1,0,2,0,2,0,1,1,2,2,1,2,0,0,1
382,991,20130212,43,5,16,3,42,2,28,27,39,1,2,2,0,1,1,0,0,0,2,2,0,1,1,0,1,0,2
383,992,20130219,1,27,41,20,2,18,35,22,28,1,0,0,1,2,2,2,1,2,0,0,1,2,2,1,1,1,1
384,993,20130226,10,8,18,7,34,12,23,35,26,1,0,2,0,0,1,1,0,1,2,0,0,2,1,2,2,2,1
385,994,20130305,27,3,5,26,2,44,11,19,45,0,1,0,0,2,0,2,1,2,0,2,2,2,0,1,1,0,2
386,995,20130312,3,38,21,10,28,40,8,19,42,0,0,2,2,0,1,1,0,1,1,1,2,2,0,1,1,0,2
387,996,20130319,11,1,37,33,40,26,7,27,2,2,0,1,0,1,2,0,2,1,2,2,1,1,0,0,1,2,0
388,997,20130326,44,14,25,43,19,21,18,20,12,2,2,2,0,1,1,1,2,1,1,0,1,0,1,2,1,0,0
389,998,20130402,35,17,12,44,42,40,7,36,30,2,2,2,1,0,0,2,2,0,2,1,2,1,0,0,2,0,1
390,999,20130409,8,6,32,23,45,3,36,21,15,2,0,0,0,2,2,2,1,0,2,0,0,0,2,0,1,0,0
391,1000,20130416,40,24,4,7,16,22,37,43,20,1,2,0,1,1,0,1,0,1,1,1,1,1,2,1,2,2,1
392,1001,20130423,41,35,19,12,27,39,7,8,21,2,2,2,2,1,1,0,0,0,1,0,2,1,0,2,0,0,1
393,1002,20130430,12,39,27,44,26,6,32,14,41,0,0,0,2,0,1,2,2,2,1,0,0,2,2,2,0,2,2
394,1003,20130507,31,44,35,28,16,24,18,4,20,1,2,2,2,2,2,1,1,1,1,0,1,0,1,1,0,2,1
395,1004,20130514,13,9,1,12,26,22,41,34,39,1,0,0,0,1,0,0,0,2,1,1,1,2,2,1,2,0,2
396,1005,20130521,3,43,19,23,2,41,39,11,33,0,0,1,2,1,1,2,1,2,0,2,2,0,2,2,0,0,2
397,1006,20130528,1,25,30,31,26,14,35,18,27,1,0,1,1,0,1,1,2,2,1,2,0,2,2,0,1,0,1
398,1007,20130604,18,17,41,22,26,2,5,10,40,0,1,2,1,2,2,1,1,2,1,2,0,2,0,1,0,1,2
399,1008,20130611,3,6,26,29,38,24,25,30,19,0,0,0,0,2,1,2,1,2,2,0,1,1,1,0,1,1,1
400,1009,20130618,31,20,9,40,1,35,29,44,27,1,2,2,1,0,0,1,2,1,0,2,2,2,1,2,2,0,1
401,1010,20130625,4,20,17,10,16,41,7,5,36,1,0,2,1,2,1,1,0,1,1,2,2,1,0,2,0,0,2
402,1011,20130702,45,13,38,42,31,20,15,35,18,0,2,1,0,2,2,0,2,1,2,2,1,0,0,2,2,0,1
403,1012,20130709,1,41,2,17,13,11,7,40,33,1,0,2,2,2,0,2,1,1,0,2,0,1,0,1,2,0,2
404,1013,20130716,42,33,9,6,2,43,36,21,35,0,2,0,2,0,0,0,0,2,0,1,2,0,2,0,1,2,2
405,1014,20130723,34,41,8,40,28,31,37,39,42,1,2,2,2,2,0,1,2,1,1,1,2,1,2,0,2,0,2
406,1015,20130730,7,29,39,21,16,3,13,9,43,1,0,2,1,0,2,0,1,1,1,0,0,1,0,0,0,1,2
407,1016,20130806,27,30,33,16,25,29,37,21,3,0,1,0,1,0,2,1,1,1,1,2,1,1,2,0,1,0,0
408,1017,20130813,1,31,11,14,43,30,33,27,15,1,0,1,2,2,0,2,0,1,2,0,1,0,2,0,1,0,0
409,1018,20130820,17,26,38,7,36,45,9,44,41,2,1,2,1,2,2,1,0,0,2,0,2,0,0,2,2,2,2
410,1019,20130827,7,31,19,28,18,33,37,10,21,1,0,1,2,1,1,1,1,0,1,0,2,1,2,1,0,0,1
411,1020,20130903,26,31,8,22,23,28,18,34,7,2,1,1,2,2,0,1,1,2,1,1,1,0,1,1,2,1,0
412,1021,20130910,21,20,29,40,12,37,18,13,8,0,1,2,1,2,1,1,2,0,0,1,2,0,1,1,0,2,0
413,1022,20130917,27,8,41,31,24,9,44,13,38,0,1,2,0,2,2,1,2,0,1,0,0,2,2,1,0,2,2
414,1023,20130924,20,43,10,33,14,42,37,9,40,2,1,1,2,1,0,0,2,2,0,0,2,1,2,0,0,1,2
415,1024,20131001,36,42,1,27,8,11,12,13,9,0,2,0,2,1,0,0,1,2,0,2,0,0,0,1,0,0,0
416,1025,20131008,32,45,38,24,5,39,28,29,30,2,2,0,2,2,2,0,1,2,0,0,2,1,1,2,1,0,1
417,1026,20131015,2,10,39,22,18,5,36,1,11,2,0,1,0,0,2,1,1,0,1,2,0,0,2,1,0,2,0
418,1027,20131022,7,21,15,42,24,28,20,8,40,1,0,0,1,0,0,0,2,0,1,1,1,2,1,2,0,1,2
419,1028,20131029,45,43,32,39,29,7,13,36,16,0,2,1,2,2,2,0,2,2,1,1,0,1,0,0,2,1,1
420,1029,20131105,17,45,10,37,18,3,6,25,19,2,1,0,2,1,0,1,2,0,1,0,0,0,0,1,1,1,1
421,1030,20131112,6,36,5,38,8,29,30,43,16,0,0,0,2,2,0,2,2,2,0,2,1,0,1,1,2,1,1
422,1031,20131119,44,7,37,9,30,42,19,11,33,2,2,1,0,1,2,0,0,0,1,0,2,1,1,2,0,0,2
423,1032,20131126,31,26,12,24,40,6,5,11,43,1,2,2,1,0,0,0,1,1,2,0,0,2,0,2,0,1,2
424,1033,20131203,21,33,20,23,40,2,19,18,44,0,1,0,2,2,1,2,1,1,2,2,0,1,1,0,1,2,2
425,1034,20131210,35,20,38,11,42,9,43,32,8,2,2,2,1,2,2,2,0,0,2,0,0,1,2,2,2,2,0
426,1035,20131217,26,24,20,17,34,39,36,22,23,2,1,0,1,2,1,2,1,1,2,0,2,0,2,1,1,2,1
427,1036,20131224,4,6,36,22,24,42,33,7,16,1,0,0,0,0,2,1,1,0,1,0,2,0,2,1,0,1,1
428,1037,20131231,13,41,4,9,36,14,7,43,44,1,0,2,2,1,0,0,0,0,2,2,0,1,0,1,2,2,2
429,1038,20140107,28,17,19,14,21,20,29,1,45,1,1,2,1,1,1,2,0,0,1,2,1,2,1,1,0,0,2
430,1039,20140114,40,22,45,21,36,44,24,4,38,1,2,1,1,0,2,0,1,0,2,2,2,0,1,1,0,2,2
431,1040,20140121,31,23,7,42,1,29,16,30,15,1,2,2,1,1,0,0,2,1,0,2,1,1,1,0,1,0,0
432,1041,20140128,4,25,31,26,14,36,22,30,12,1,0,1,1,1,2,2,1,2,0,0,2,1,1,0,1,0,0
433,1042,20140204,44,43,26,3,39,22,5,8,15,2,2,1,2,2,1,0,0,0,2,1,1,2,0,2,0,0,0
