,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,num1%3,num1/3,num2%3,num2/3,num3%3,num3/3,num4%3,num4/3,num5%3,num5/3,num6%3,num6/3,num7%3,num7/3,sup1%3,sup1/3,sup2%3,sup2/3
434,1043,20140211,28,38,22,36,7,15,20,26,21,1,1,2,2,1,1,0,2,1,0,0,0,2,1,2,1,0,1
435,1044,20140218,1,11,30,27,36,4,7,19,25,1,0,2,0,0,1,0,1,0,2,1,0,1,0,1,1,1,1
436,1045,20140225,20,38,34,21,3,16,37,6,13,2,1,2,2,1,2,0,1,0,0,1,1,1,2,0,0,1,0
437,1046,20140304,41,38,30,34,42,24,32,28,13,2,2,2,2,0,1,1,2,0,2,0,1,2,2,1,1,1,0
438,1047,20140311,16,17,22,14,19,43,41,44,7,1,1,2,1,1,1,2,0,1,1,1,2,2,2,2,2,1,0
439,1048,20140318,4,19,24,33,30,2,38,20,3,1,0,1,1,0,1,0,2,0,1,2,0,2,2,2,1,0,0
440,1049,20140325,45,40,33,16,29,23,15,41,22,0,2,1,2,0,2,1,1,2,1,2,1,0,0,2,2,1,1
441,1050,20140401,31,10,19,40,16,1,21,42,17,1,2,1,0,1,1,1,2,1,1,1,0,0,1,0,2,2,1
442,1051,20140408,24,35,6,25,18,12,19,23,31,0,1,2,2,0,0,1,1,0,1,0,0,1,1,2,1,1,2
443,1052,20140415,35,5,22,27,17,31,29,38,12,2,2,2,0,1,1,0,1,2,1,1,2,2,1,2,2,0,0
444,1053,20140422,36,5,30,12,4,43,35,40,16,0,2,2,0,0,1,0,0,1,0,1,2,2,2,1,2,1,1
445,1054,20140429,12,7,25,35,10,4,1,33,5,0,0,1,0,1,1,2,2,1,0,1,0,1,0,0,2,2,0
446,1055,20140506,28,11,15,25,3,29,41,4,43,1,1,2,0,0,0,1,1,0,0,2,1,2,2,1,0,1,2
447,1056,20140513,14,26,35,4,6,23,20,40,19,2,0,2,1,2,2,1,0,0,0,2,1,2,1,1,2,1,1
448,1057,20140520,16,5,26,4,31,39,7,32,9,1,1,2,0,2,1,1,0,1,2,0,2,1,0,2,2,0,0
449,1058,20140527,32,12,3,23,40,2,19,6,37,2,2,0,0,0,0,2,1,1,2,2,0,1,1,0,0,1,2
450,1059,20140603,21,35,40,20,14,5,8,22,41,0,1,2,2,1,2,2,1,2,0,2,0,2,0,1,1,2,2
451,1060,20140610,16,44,2,17,1,32,34,35,5,1,1,2,2,2,0,2,1,1,0,2,2,1,2,2,2,2,0
452,1061,20140617,7,41,1,3,36,23,37,32,10,1,0,2,2,1,0,0,0,0,2,2,1,1,2,2,2,1,0
453,1062,20140624,36,12,32,41,40,8,26,10,2,0,2,0,0,2,2,2,2,1,2,2,0,2,1,1,0,2,0
454,1063,20140701,10,19,44,20,15,1,11,28,4,1,0,1,1,2,2,2,1,0,0,1,0,2,0,1,1,1,0
455,1064,20140708,39,42,14,30,41,28,7,34,8,0,2,0,2,2,0,0,1,2,2,1,1,1,0,1,2,2,0
456,1065,20140715,14,10,37,22,1,29,3,15,13,2,0,1,0,1,2,1,1,1,0,2,1,0,0,0,0,1,0
457,1066,20140722,17,16,19,35,24,25,3,33,14,2,1,1,1,1,1,2,2,0,1,1,1,0,0,0,2,2,0
458,1067,20140729,43,15,30,38,10,1,31,22,35,1,2,0,0,0,1,2,2,1,0,1,0,1,2,1,1,2,2
459,1068,20140805,21,9,42,33,3,35,25,16,38,0,1,0,0,0,2,0,2,0,0,2,2,1,1,1,1,2,2
460,1069,20140812,32,41,5,37,3,29,43,16,36,2,2,2,2,2,0,1,2,0,0,2,1,1,2,1,1,0,2
461,1070,20140819,33,5,41,7,31,1,43,38,42,0,2,2,0,2,2,1,0,1,2,1,0,1,2,2,2,0,2
462,1071,20140826,4,26,3,12,2,17,32,22,8,1,0,2,1,0,0,0,0,2,0,2,1,2,2,1,1,2,0
463,1072,20140902,9,40,29,1,3,15,43,39,18,0,0,1,2,2,1,1,0,0,0,0,0,1,2,0,2,0,1
464,1073,20140909,44,38,28,43,25,15,23,8,41,2,2,2,2,1,1,1,2,1,1,0,0,2,1,2,0,2,2
465,1074,20140916,36,13,33,45,34,15,31,2,32,0,2,1,0,0,2,0,2,1,2,0,0,1,2,2,0,2,2
466,1075,20140923,43,39,6,16,15,35,22,40,2,1,2,0,2,0,0,1,1,0,0,2,2,1,1,1,2,2,0
467,1076,20140930,40,14,34,27,10,30,36,17,4,1,2,2,0,1,2,0,1,1,0,0,1,0,2,2,1,1,0
468,1077,20141007,6,15,23,28,20,19,3,2,31,0,0,0,0,2,1,1,1,2,1,1,1,0,0,2,0,1,2
469,1078,20141014,45,38,21,24,17,3,12,19,2,0,2,2,2,0,1,0,1,2,1,0,0,0,0,1,1,2,0
470,1079,20141021,17,19,6,14,32,34,25,41,5,2,1,1,1,0,0,2,0,2,2,1,2,1,1,2,2,2,0
471,1080,20141028,38,40,21,9,22,6,20,18,2,2,2,1,2,0,1,0,0,1,1,0,0,2,1,0,1,2,0
472,1081,20141104,25,14,13,31,23,18,21,38,2,1,1,2,0,1,0,1,2,2,1,0,1,0,1,2,2,2,0
473,1082,20141111,43,25,10,33,2,41,21,4,31,1,2,1,1,1,0,0,2,2,0,2,2,0,1,1,0,1,2
474,1083,20141118,29,38,44,14,37,28,30,9,34,2,1,2,2,2,2,2,0,1,2,1,1,0,1,0,0,1,2
475,1084,20141125,8,9,13,24,42,16,25,33,4,2,0,0,0,1,0,0,1,0,2,1,1,1,1,0,2,1,0
476,1085,20141202,1,45,35,36,29,15,21,19,40,1,0,0,2,2,2,0,2,2,1,0,0,0,1,1,1,1,2
477,1086,20141209,7,21,42,13,43,25,15,22,27,1,0,0,1,0,2,1,0,1,2,1,1,0,0,1,1,0,1
478,1087,20141216,25,21,11,42,20,45,4,23,1,1,1,0,1,2,0,0,2,2,1,0,2,1,0,2,1,1,0
479,1088,20141223,17,37,19,13,25,6,34,45,12,2,1,1,2,1,1,1,0,1,1,0,0,1,2,0,2,0,0
480,1089,20141230,35,41,7,43,26,4,19,31,23,2,2,2,2,1,0,1,2,2,1,1,0,1,1,1,2,2,1
481,1090,20150106,39,40,6,2,35,19,11,22,8,0,2,1,2,0,0,2,0,2,2,1,1,2,0,1,1,2,0
482,1091,20150113,24,44,40,33,36,23,38,20,37,0,1,2,2,1,2,0,2,0,2,2,1,2,2,2,1,1,2
483,1092,20150120,28,20,15,14,34,31,2,42,29,1,1,2,1,0,0,2,0,1,2,1,2,2,0,0,2,2,1
484,1093,20150127,40,7,35,31,9,30,1,13,39,1,2,1,0,2,2,1,2,0,0,0,1,1,0,1,0,0,2
485,1094,20150203,10,5,7,2,12,36,11,4,14,1,0,2,0,1,0,2,0,0,0,0,2,2,0,1,0,2,0
486,1095,20150210,6,42,36,39,40,32,44,38,28,0,0,0,2,0,2,0,2,1,2,2,2,2,2,2,2,1,1
487,1096,20150217,31,38,4,30,19,25,2,22,11,1,2,2,2,1,0,0,1,1,1,1,1,2,0,1,1,2,0
488,1097,20150224,3,4,21,31,23,18,6,26,37,0,0,1,0,0,1,1,2,2,1,0,1,0,0,2,1,1,2
489,1098,20150303,5,26,43,31,20,23,19,21,35,2,0,2,1,1,2,1,2,2,1,2,1,1,1,0,1,2,2
490,1099,20150310,25,22,5,36,27,45,3,44,41,1,1,1,1,2,0,0,2,0,1,0,2,0,0,2,2,2,2
491,1100,20150317,15,29,5,16,42,14,4,36,10,0,0,2,1,2,0,1,1,0,2,2,0,1,0,0,2,1,0
492,1101,20150324,4,33,16,28,45,11,24,44,41,1,0,0,2,1,1,1,1,0,2,2,0,0,1,2,2,2,2
493,1102,20150331,16,17,44,32,29,4,3,33,34,1,1,2,1,2,2,2,2,2,1,1,0,0,0,0,2,1,2
494,1103,20150407,42,14,26,11,22,10,36,45,34,0,2,2,0,2,1,2,0,1,1,1,0,0,2,0,2,1,2
495,1104,20150414,33,24,2,42,45,12,3,19,6,0,2,0,1,2,0,0,2,0,2,0,0,0,0,1,1,0,0
496,1105,20150421,25,8,2,28,33,37,10,1,41,1,1,2,0,2,0,1,1,0,2,1,2,1,0,1,0,2,2
497,1106,20150428,35,41,2,34,29,30,45,19,3,2,2,2,2,2,0,1,2,2,1,0,1,0,2,1,1,0,0
498,1107,20150505,37,2,17,18,29,45,21,11,38,1,2,2,0,2,1,0,1,2,1,0,2,0,1,2,0,2,2
499,1108,20150512,27,24,30,28,33,13,43,4,25,0,1,0,1,0,1,1,1,0,2,1,0,1,2,1,0,1,1
500,1109,20150519,16,25,14,2,27,6,4,45,21,1,1,1,1,2,0,2,0,0,1,0,0,1,0,0,2,0,1
501,1110,20150526,26,9,42,39,32,40,44,11,4,2,1,0,0,0,2,0,2,2,2,1,2,2,2,2,0,1,0
502,1111,20150602,2,30,33,18,21,37,17,32,43,2,0,0,1,0,2,0,1,0,1,1,2,2,1,2,2,1,2
503,1112,20150609,15,32,7,21,14,5,10,16,31,0,0,2,2,1,0,0,1,2,0,2,0,1,0,1,1,1,2
504,1113,20150616,7,40,8,20,17,4,30,28,45,1,0,1,2,2,0,2,1,2,1,1,0,0,1,1,1,0,2
505,1114,20150623,36,2,5,45,19,27,9,41,7,0,2,2,0,2,0,0,2,1,1,0,1,0,0,2,2,1,0
506,1115,20150630,22,29,33,10,13,11,2,9,8,1,1,2,1,0,2,1,0,1,0,2,0,2,0,0,0,2,0
507,1116,20150707,11,23,1,36,19,17,27,40,45,2,0,2,1,1,0,0,2,1,1,2,1,0,1,1,2,0,2
508,1117,20150714,33,34,30,38,2,44,15,20,8,0,2,1,2,0,1,2,2,2,0,2,2,0,0,2,1,2,0
509,1118,20150721,21,26,30,3,13,20,33,17,37,0,1,2,1,0,1,0,0,1,0,2,1,0,2,2,1,1,2
510,1119,20150728,25,38,14,36,33,20,18,19,6,1,1,2,2,2,0,0,2,0,2,2,1,0,1,1,1,0,0
511,1120,20150804,14,19,40,9,44,8,41,18,4,2,0,1,1,1,2,0,0,2,2,2,0,2,2,0,1,1,0
512,1121,20150811,1,15,4,32,11,9,37,44,34,1,0,0,0,1,0,2,2,2,0,0,0,1,2,2,2,1,2
513,1122,20150818,6,32,42,3,25,7,29,22,2,0,0,2,2,0,2,0,0,1,1,1,0,2,1,1,1,2,0
514,1123,20150825,15,21,34,25,45,18,19,30,1,0,0,0,1,1,2,1,1,0,2,0,1,1,1,0,1,1,0
515,1124,20150901,24,13,25,43,18,22,45,12,35,0,1,1,0,1,1,1,2,0,1,1,1,0,2,0,0,2,2
516,1125,20150908,38,4,13,21,9,37,24,28,34,2,2,1,0,1,0,0,1,0,0,1,2,0,1,1,1,1,2
517,1126,20150915,33,29,2,1,19,43,13,31,9,0,2,2,1,2,0,1,0,1,1,1,2,1,0,1,2,0,0
518,1127,20150922,27,42,21,23,35,37,44,28,32,0,1,0,2,0,1,2,1,2,2,1,2,2,2,1,1,2,2
519,1128,20150929,34,26,1,10,12,3,42,4,20,1,2,2,1,1,0,1,0,0,0,0,0,0,2,1,0,2,1
520,1129,20151006,26,13,7,36,21,2,42,40,29,2,1,1,0,1,0,0,2,0,1,2,0,0,2,1,2,2,1
521,1130,20151013,36,37,28,41,29,32,34,30,9,0,2,1,2,1,1,2,2,2,1,2,2,1,2,0,1,0,0
522,1131,20151020,21,11,43,10,35,9,45,41,40,0,1,2,0,1,2,1,0,2,2,0,0,0,2,2,2,1,2
523,1132,20151027,18,30,44,10,5,3,11,31,42,0,1,0,1,2,2,1,0,2,0,0,0,2,0,1,2,0,2
524,1133,20151103,30,19,40,37,5,32,31,44,24,0,1,1,1,1,2,1,2,2,0,2,2,1,2,2,2,0,1
525,1134,20151110,22,23,36,34,20,25,33,21,13,1,1,2,1,0,2,1,2,2,1,1,1,0,2,0,1,1,0
526,1135,20151117,19,5,26,29,39,16,32,4,1,1,1,2,0,2,1,2,1,0,2,1,1,2,2,1,0,1,0
527,1136,20151124,25,22,24,9,12,30,1,6,39,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
528,1137,20151201,13,15,29,8,7,5,14,28,27,1,0,0,0,2,1,2,0,1,0,2,0,2,0,1,1,0,1
529,1138,20151208,19,14,30,8,36,40,11,5,16,1,1,2,0,0,1,2,0,0,2,1,2,2,0,2,0,1,1
530,1139,20151215,44,20,37,4,8,33,6,2,1,2,2,2,1,1,2,1,0,2,0,0,2,0,0,2,0,1,0
531,1140,20151222,27,44,26,20,10,29,34,19,2,0,1,2,2,2,1,2,1,1,0,2,1,1,2,1,1,2,0
532,1141,20151229,4,35,9,43,28,37,16,20,3,1,0,2,2,0,0,1,2,1,1,1,2,1,1,2,1,0,0
533,1142,20160105,19,33,18,25,37,31,43,13,34,1,1,0,2,0,1,1,1,1,2,1,2,1,2,1,0,1,2
534,1143,20160112,35,43,10,24,17,9,34,8,33,2,2,1,2,1,0,0,1,2,1,0,0,1,2,2,0,0,2
535,1144,20160119,13,25,34,31,10,12,1,38,15,1,0,1,1,1,2,1,2,1,0,0,0,1,0,2,2,0,0
536,1145,20160126,13,24,35,26,23,41,5,9,34,1,0,0,1,2,2,2,1,2,1,2,2,2,0,0,0,1,2
537,1146,20160202,5,7,9,44,22,2,19,36,28,2,0,1,0,0,0,2,2,1,1,2,0,1,1,0,2,1,1
538,1147,20160209,22,6,35,37,11,30,40,16,9,1,1,0,0,2,2,1,2,2,0,0,1,1,2,1,1,0,0
539,1148,20160216,15,22,13,33,45,37,28,21,27,0,0,1,1,1,0,0,2,0,2,1,2,1,1,0,1,0,1
540,1149,20160223,1,22,21,39,5,18,36,7,38,1,0,1,1,0,1,0,2,2,0,0,1,0,2,1,0,2,2
541,1150,20160301,20,30,32,27,3,41,5,40,15,2,1,0,1,2,2,0,1,0,0,2,2,2,0,1,2,0,0
542,1151,20160308,35,44,45,24,9,21,1,10,6,2,2,2,2,0,2,0,1,0,0,0,1,1,0,1,0,0,0
543,1152,20160315,2,37,13,32,12,8,38,11,23,2,0,1,2,1,0,2,2,0,0,2,0,2,2,2,0,2,1
544,1153,20160322,38,32,37,9,17,19,1,22,41,2,2,2,2,1,2,0,0,2,1,1,1,1,0,1,1,2,2
545,1154,20160329,12,38,39,9,3,26,33,23,44,0,0,2,2,0,2,0,0,0,0,2,1,0,2,2,1,2,2
546,1155,20160405,17,37,44,15,2,3,28,18,4,2,1,1,2,2,2,0,0,2,0,0,0,1,1,0,1,1,0
547,1156,20160412,31,35,42,39,18,23,43,37,5,1,2,2,2,0,2,0,2,0,1,2,1,1,2,1,2,2,0
548,1157,20160419,25,33,40,5,29,42,22,39,21,1,1,0,2,1,2,2,0,2,1,0,2,1,1,0,2,0,1
549,1158,20160426,19,41,6,15,45,1,5,20,3,1,1,2,2,0,0,0,0,0,2,1,0,2,0,2,1,0,0
550,1159,20160503,11,42,20,18,9,33,30,27,2,2,0,0,2,2,1,0,1,0,0,0,2,0,1,0,1,2,0
551,1160,20160510,21,44,26,27,22,36,20,32,25,0,1,2,2,2,1,0,1,1,1,0,2,2,1,2,2,1,1
552,1161,20160517,5,24,18,42,44,10,21,3,35,2,0,0,1,0,1,0,2,2,2,1,0,0,1,0,0,2,2
553,1162,20160524,22,32,25,11,38,4,5,20,40,1,1,2,2,1,1,2,0,2,2,1,0,2,0,2,1,1,2
554,1163,20160531,23,9,15,33,44,21,6,1,29,2,1,0,0,0,0,0,2,2,2,0,1,0,0,1,0,2,1
555,1164,20160607,34,22,14,8,6,16,29,38,19,1,2,1,1,2,0,2,0,0,0,1,1,2,1,2,2,1,1
556,1165,20160614,20,45,29,18,22,25,44,40,36,2,1,0,2,2,1,0,1,1,1,1,1,2,2,1,2,0,2
557,1166,20160621,36,44,2,42,28,5,16,25,22,0,2,2,2,2,0,0,2,1,1,2,0,1,1,1,1,1,1
558,1167,20160628,11,13,32,24,16,19,44,26,38,2,0,1,0,2,2,0,1,1,1,1,1,2,2,2,1,2,2
559,1168,20160705,43,41,37,14,9,2,31,1,17,1,2,2,2,1,2,2,0,0,0,2,0,1,2,1,0,2,1
560,1169,20160712,24,28,39,1,11,19,29,38,37,0,1,1,1,0,2,1,0,2,0,1,1,2,1,2,2,1,2
561,1170,20160719,22,34,7,4,32,45,41,23,36,1,1,1,2,1,0,1,0,2,2,0,2,2,2,2,1,0,2
562,1171,20160726,38,30,31,22,4,11,1,25,26,2,2,0,1,1,2,1,1,1,0,2,0,1,0,1,1,2,1
563,1172,20160802,45,7,8,27,31,33,1,2,41,0,2,1,0,2,0,0,1,1,2,0,2,1,0,2,0,2,2
564,1173,20160809,26,13,33,2,18,11,41,34,6,2,1,1,0,0,2,2,0,0,1,2,0,2,2,1,2,0,0
565,1174,20160816,24,36,9,11,44,27,20,10,31,0,1,0,2,0,0,2,0,2,2,0,1,2,1,1,0,1,2
566,1175,20160823,21,5,32,15,45,36,1,31,9,0,1,2,0,2,2,0,0,0,2,0,2,1,0,1,2,0,0
567,1176,20160830,16,33,27,9,12,43,22,15,31,1,1,0,2,0,1,0,0,0,0,1,2,1,1,0,0,1,2
568,1177,20160906,27,29,37,44,39,8,16,43,38,0,1,2,1,1,2,2,2,0,2,2,0,1,1,1,2,2,2
569,1178,20160913,42,19,30,29,1,3,44,28,23,0,2,1,1,0,1,2,1,1,0,0,0,2,2,1,1,2,1
570,1179,20160920,39,4,31,33,34,12,27,20,36,0,2,1,0,1,2,0,2,1,2,0,0,0,1,2,1,0,2
571,1180,20160927,45,13,32,36,3,26,21,31,14,0,2,1,0,2,2,0,2,0,0,2,1,0,1,1,2,2,0
572,1181,20161004,10,14,4,3,28,41,12,32,5,1,0,2,0,1,0,0,0,1,1,2,2,0,0,2,2,2,0
573,1182,20161011,25,3,8,38,18,21,27,23,35,1,1,0,0,2,0,2,2,0,1,0,1,0,1,2,1,2,2
574,1183,20161018,43,37,23,6,9,3,13,38,32,1,2,1,2,2,1,0,0,0,0,0,0,1,0,2,2,2,2
575,1184,20161025,20,8,37,33,5,34,36,40,17,2,1,2,0,1,2,0,2,2,0,1,2,0,2,1,2,2,1
576,1185,20161101,17,22,43,6,27,41,9,8,36,2,1,1,1,1,2,0,0,0,1,2,2,0,0,2,0,0,2
577,1186,20161108,42,5,7,36,22,2,13,23,18,0,2,2,0,1,0,0,2,1,1,2,0,1,0,2,1,0,1
578,1187,20161115,7,26,27,11,18,15,16,30,21,1,0,2,1,0,1,2,0,0,1,0,0,1,1,0,1,0,1
579,1188,20161122,32,31,11,30,17,45,43,10,7,2,2,1,2,2,0,0,1,2,1,0,2,1,2,1,0,1,0
580,1189,20161129,31,32,12,35,28,22,42,39,1,1,2,2,2,0,0,2,2,1,1,1,1,0,2,0,2,1,0
581,1190,20161206,35,30,17,43,34,45,15,14,23,2,2,0,1,2,1,1,2,1,2,0,2,0,0,2,0,2,1
582,1191,20161213,44,31,37,17,20,34,39,29,24,2,2,1,2,1,2,2,1,2,1,1,2,0,2,2,1,0,1
583,1192,20161220,26,16,14,36,25,29,45,3,7,2,1,1,1,2,0,0,2,1,1,2,1,0,2,0,0,1,0
584,1193,20161227,27,7,35,34,25,33,28,38,41,0,1,1,0,2,2,1,2,1,1,0,2,1,1,2,2,2,2
585,1194,20170103,1,27,17,12,24,15,23,41,29,1,0,0,1,2,1,0,0,0,1,0,0,2,1,2,2,2,1
586,1195,20170110,34,2,43,18,12,17,41,16,22,1,2,2,0,1,2,0,1,0,0,2,1,2,2,1,1,1,1
587,1196,20170117,39,31,7,37,2,22,21,40,1,0,2,1,2,1,0,1,2,2,0,1,1,0,1,1,2,1,0
588,1197,20170124,17,24,43,31,20,34,27,29,6,2,1,0,1,1,2,1,2,2,1,1,2,0,1,2,1,0,0
589,1198,20170131,24,3,8,38,18,20,30,44,21,0,1,0,0,2,0,2,2,0,1,2,1,0,1,2,2,0,1
590,1199,20170207,20,32,4,8,29,37,40,7,17,2,1,2,2,1,0,2,0,2,1,1,2,1,2,1,0,2,1
591,1200,20170214,7,39,45,38,1,30,9,28,14,1,0,0,2,0,2,2,2,1,0,0,1,0,0,1,1,2,0
592,1201,20170221,19,28,31,5,45,41,9,1,37,1,1,1,1,1,2,2,0,0,2,2,2,0,0,1,0,1,2
593,1202,20170228,2,37,26,17,42,33,27,44,4,2,0,1,2,2,1,2,1,0,2,0,2,0,1,2,2,1,0
594,1203,20170307,21,18,17,6,37,33,4,1,8,0,1,0,1,2,1,0,0,1,2,0,2,1,0,1,0,2,0
595,1204,20170314,10,14,25,6,31,2,28,33,8,1,0,2,0,1,1,0,0,1,2,2,0,1,1,0,2,2,0
596,1205,20170321,27,25,44,33,6,15,31,26,19,0,1,1,1,2,2,0,2,0,0,0,0,1,2,2,1,1,1
597,1206,20170328,12,39,45,41,37,22,23,20,18,0,0,0,2,0,2,2,2,1,2,1,1,2,1,2,1,0,1
598,1207,20170404,6,8,36,45,33,23,1,43,27,0,0,2,0,0,2,0,2,0,2,2,1,1,0,1,2,0,1
599,1208,20170411,25,23,38,45,21,28,1,2,33,1,1,2,1,2,2,0,2,0,1,1,1,1,0,2,0,0,2
600,1209,20170418,42,13,33,44,39,29,27,15,31,0,2,1,0,0,2,2,2,0,2,2,1,0,1,0,0,1,2
601,1210,20170425,11,41,28,43,45,37,27,4,31,2,0,2,2,1,1,1,2,0,2,1,2,0,1,1,0,1,2
602,1211,20170502,28,22,9,19,38,17,2,41,33,1,1,1,1,0,0,1,1,2,2,2,1,2,0,2,2,0,2
603,1212,20170509,1,15,45,16,3,20,33,39,12,1,0,0,0,0,2,1,1,0,0,2,1,0,2,0,2,0,0
604,1213,20170516,9,21,43,14,22,41,27,4,8,0,0,0,1,1,2,2,0,1,1,2,2,0,1,1,0,2,0
605,1214,20170523,4,2,12,22,20,17,38,35,16,1,0,2,0,0,0,1,1,2,1,2,1,2,2,2,2,1,1
606,1215,20170530,1,35,31,19,4,13,26,25,37,1,0,2,2,1,2,1,1,1,0,1,0,2,1,1,1,1,2
607,1216,20170606,10,23,11,30,19,34,15,2,26,1,0,2,1,2,0,0,1,1,1,1,2,0,0,2,0,2,1
608,1217,20170613,14,9,2,13,43,10,4,45,12,2,0,0,0,2,0,1,0,1,2,1,0,1,0,0,2,0,0
609,1218,20170620,16,25,28,13,23,17,21,34,2,1,1,1,1,1,1,1,0,2,1,2,1,0,1,1,2,2,0
610,1219,20170627,6,3,8,26,41,40,22,27,32,0,0,0,0,2,0,2,1,2,2,1,2,1,1,0,1,2,2
611,1220,20170704,28,33,37,43,18,35,7,19,21,1,1,0,2,1,2,1,2,0,1,2,2,1,0,1,1,0,1
612,1221,20170711,30,40,37,39,36,4,22,35,14,0,1,1,2,1,2,0,2,0,2,1,0,1,1,2,2,2,0
613,1222,20170718,2,45,29,7,23,19,21,37,43,2,0,0,2,2,1,1,0,2,1,1,1,0,1,1,2,1,2
614,1223,20170725,1,15,4,6,22,29,39,14,7,1,0,0,0,1,0,0,0,1,1,2,1,0,2,2,0,1,0
615,1224,20170801,9,16,41,13,37,43,3,11,26,0,0,1,1,2,2,1,0,1,2,1,2,0,0,2,0,2,1
616,1225,20170808,15,21,45,25,6,43,40,19,26,0,0,0,1,0,2,1,1,0,0,1,2,1,2,1,1,2,1
617,1226,20170815,17,43,8,33,25,13,4,15,23,2,1,1,2,2,0,0,2,1,1,1,0,1,0,0,0,2,1
618,1227,20170822,14,43,41,16,7,12,40,37,38,2,0,1,2,2,2,1,1,1,0,0,0,1,2,1,2,2,2
619,1228,20170829,24,8,44,23,22,21,36,4,37,0,1,2,0,2,2,2,1,1,1,0,1,0,2,1,0,1,2
620,1229,20170905,16,45,4,35,8,28,27,22,34,1,1,0,2,1,0,2,2,2,0,1,1,0,1,1,1,1,2
621,1230,20170912,1,44,20,41,24,12,45,6,38,1,0,2,2,2,1,2,2,0,1,0,0,0,2,0,0,2,2
622,1231,20170919,15,6,37,29,42,14,31,30,45,0,0,0,0,1,2,2,1,0,2,2,0,1,2,0,1,0,2
623,1232,20170926,41,45,8,14,6,13,33,15,42,2,2,0,2,2,0,2,0,0,0,1,0,0,2,0,0,0,2
624,1233,20171003,43,36,7,30,14,9,26,41,38,1,2,0,2,1,0,0,1,2,0,0,0,2,1,2,2,2,2
625,1234,20171010,17,42,20,7,31,28,12,1,25,2,1,0,2,2,1,1,0,1,2,1,1,0,0,1,0,1,1
626,1235,20171017,41,40,38,39,7,23,32,35,19,2,2,1,2,2,2,0,2,1,0,2,1,2,2,2,2,1,1
627,1236,20171024,31,15,22,9,35,40,44,32,36,1,2,0,0,1,1,0,0,2,2,1,2,2,2,2,2,0,2
628,1237,20171031,6,23,21,30,42,44,32,29,9,0,0,2,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0
629,1238,20171107,45,4,37,12,30,26,13,10,17,0,2,1,0,1,2,0,0,0,1,2,1,1,0,1,0,2,1
630,1239,20171114,15,3,16,5,25,30,1,40,12,0,0,0,0,1,1,2,0,1,1,0,1,1,0,1,2,0,0
631,1240,20171121,14,15,45,33,26,16,23,24,5,2,0,0,0,0,2,0,2,2,1,1,1,2,1,0,1,2,0
632,1241,20171128,16,3,9,7,28,35,19,10,1,1,1,0,0,0,0,1,0,1,1,2,2,1,1,1,0,1,0
633,1242,20171205,45,4,22,34,26,9,28,43,15,0,2,1,0,1,1,1,2,2,1,0,0,1,1,1,2,0,0
634,1243,20171212,6,31,35,7,4,43,3,5,2,0,0,1,2,2,2,1,0,1,0,1,2,0,0,2,0,2,0
635,1244,20171219,34,35,18,44,26,37,5,1,36,1,2,2,2,0,1,2,2,2,1,1,2,2,0,1,0,0,2
636,1245,20171226,7,30,37,2,41,9,45,33,23,1,0,0,1,1,2,2,0,2,2,0,0,0,2,0,2,2,1
637,1246,20180102,8,26,1,12,30,43,28,7,11,2,0,2,1,1,0,0,0,0,1,1,2,1,1,1,0,2,0
638,1247,20180109,45,26,8,1,43,9,40,34,27,0,2,2,1,2,0,1,0,1,2,0,0,1,2,1,2,0,1
639,1248,20180116,9,37,26,23,30,7,4,38,5,0,0,1,2,2,1,2,1,0,1,1,0,1,0,2,2,2,0
640,1249,20180123,31,25,21,44,33,28,16,35,1,1,2,1,1,0,1,2,2,0,2,1,1,1,1,2,2,1,0
641,1250,20180130,24,12,45,5,40,31,2,30,16,0,1,0,0,0,2,2,0,1,2,1,2,2,0,0,1,1,1
642,1251,20180206,6,35,43,41,22,40,11,21,45,0,0,2,2,1,2,2,2,1,1,1,2,2,0,0,1,0,2
643,1252,20180213,42,26,3,37,40,2,35,36,32,0,2,2,1,0,0,1,2,1,2,2,0,2,2,0,2,2,2
644,1253,20180220,2,29,1,35,11,15,5,31,21,2,0,2,1,1,0,2,2,2,0,0,0,2,0,1,2,0,1
645,1254,20180227,33,2,29,31,16,39,25,42,36,0,2,2,0,2,1,1,2,1,1,0,2,1,1,0,2,0,2
646,1255,20180306,5,30,34,41,18,38,37,28,11,2,0,0,1,1,2,2,2,0,1,2,2,1,2,1,1,2,0
647,1256,20180313,18,23,5,29,35,25,39,15,21,0,1,2,1,2,0,2,1,2,2,1,1,0,2,0,0,0,1
648,1257,20180320,4,16,34,8,32,11,13,29,20,1,0,1,1,1,2,2,0,2,2,2,0,1,0,2,1,2,1
649,1258,20180327,29,19,38,22,3,5,27,41,35,2,1,1,1,2,2,1,1,0,0,2,0,0,1,2,2,2,2
650,1259,20180403,2,42,37,24,13,26,36,44,14,2,0,0,2,1,2,0,1,1,0,2,1,0,2,2,2,2,0
651,1260,20180410,31,25,3,23,17,40,15,16,26,1,2,1,1,0,0,2,1,2,1,1,2,0,0,1,1,2,1
652,1261,20180417,43,20,7,27,36,11,23,18,26,1,2,2,1,1,0,0,1,0,2,2,0,2,1,0,1,2,1
653,1262,20180424,7,45,39,4,16,27,29,40,24,1,0,0,2,0,2,1,0,1,1,0,1,2,1,1,2,0,1
