,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,p-1-num1,p-1-num2,p-1-num3,p-1-num4,p-1-num5,p-1-num6,p-1-num7,p-1-sup1,p-1-sup2,p-2-num1,p-2-num2,p-2-num3,p-2-num4,p-2-num5,p-2-num6,p-2-num7,p-2-sup1,p-2-sup2,p-3-num1,p-3-num2,p-3-num3,p-3-num4,p-3-num5,p-3-num6,p-3-num7,p-3-sup1,p-3-sup2,p-4-num1,p-4-num2,p-4-num3,p-4-num4,p-4-num5,p-4-num6,p-4-num7,p-4-sup1,p-4-sup2,p-5-num1,p-5-num2,p-5-num3,p-5-num4,p-5-num5,p-5-num6,p-5-num7,p-5-sup1,p-5-sup2,p-6-num1,p-6-num2,p-6-num3,p-6-num4,p-6-num5,p-6-num6,p-6-num7,p-6-sup1,p-6-sup2,p-7-num1,p-7-num2,p-7-num3,p-7-num4,p-7-num5,p-7-num6,p-7-num7,p-7-sup1,p-7-sup2,p-8-num1,p-8-num2,p-8-num3,p-8-num4,p-8-num5,p-8-num6,p-8-num7,p-8-sup1,p-8-sup2,p-9-num1,p-9-num2,p-9-num3,p-9-num4,p-9-num5,p-9-num6,p-9-num7,p-9-sup1,p-9-sup2,p-10-num1,p-10-num2,p-10-num3,p-10-num4,p-10-num5,p-10-num6,p-10-num7,p-10-sup1,p-10-sup2,p-1,p-2,p-3,p-4,p-5,p-6,p-7,p-8,p-9,p-10,current,random,p-1-9-gong,p-2-9-gong,p-3-9-gong,p-4-9-gong,p-5-9-gong,p-6-9-gong,p-7-9-gong,p-8-9-gong,p-9-9-gong,p-10-9-gong
610,1219,20170627,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,9,21,43,14,22,41,27,4,8,1,15,45,16,3,20,33,39,12,28,22,9,19,38,17,2,41,33,11,41,28,43,45,37,27,4,31,42,13,33,44,39,29,27,15,31,"[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 21, 43, 14, 22, 41, 27]","[1, 15, 45, 16, 3, 20, 33]","[28, 22, 9, 19, 38, 17, 2]","[11, 41, 28, 43, 45, 37, 27]","[42, 13, 33, 44, 39, 29, 27]","[6, 3, 8, 26, 41, 40, 22]","[2, 4, 7, 11, 45, 19, 24]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]","[19, 10, 38, 9, 21, 34, 28]","[3, 1, 1, 23, 16, 16, 19]","[12, 19, 37, 44, 11, 7, 13]","[23, 10, 23, 32, 1, 22, 28]","[40, 28, 43, 39, 16, 43, 28]"
611,1220,20170704,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,9,21,43,14,22,41,27,4,8,1,15,45,16,3,20,33,39,12,28,22,9,19,38,17,2,41,33,11,41,28,43,45,37,27,4,31,"[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 21, 43, 14, 22, 41, 27]","[1, 15, 45, 16, 3, 20, 33]","[28, 22, 9, 19, 38, 17, 2]","[11, 41, 28, 43, 45, 37, 27]","[28, 33, 37, 43, 18, 35, 7]","[1, 2, 39, 7, 9, 16, 29]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]","[19, 10, 38, 9, 21, 34, 28]","[3, 1, 1, 23, 16, 16, 19]","[12, 19, 37, 44, 11, 7, 13]","[23, 10, 23, 32, 1, 22, 28]"
612,1221,20170711,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,9,21,43,14,22,41,27,4,8,1,15,45,16,3,20,33,39,12,28,22,9,19,38,17,2,41,33,"[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 21, 43, 14, 22, 41, 27]","[1, 15, 45, 16, 3, 20, 33]","[28, 22, 9, 19, 38, 17, 2]","[30, 40, 37, 39, 36, 4, 22]","[37, 6, 40, 10, 43, 21, 26]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]","[19, 10, 38, 9, 21, 34, 28]","[3, 1, 1, 23, 16, 16, 19]","[12, 19, 37, 44, 11, 7, 13]"
613,1222,20170718,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,9,21,43,14,22,41,27,4,8,1,15,45,16,3,20,33,39,12,"[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 21, 43, 14, 22, 41, 27]","[1, 15, 45, 16, 3, 20, 33]","[2, 45, 29, 7, 23, 19, 21]","[34, 35, 7, 44, 12, 18, 23]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]","[19, 10, 38, 9, 21, 34, 28]","[3, 1, 1, 23, 16, 16, 19]"
614,1223,20170725,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,9,21,43,14,22,41,27,4,8,"[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 21, 43, 14, 22, 41, 27]","[1, 15, 4, 6, 22, 29, 39]","[34, 5, 42, 18, 23, 27, 30]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]","[19, 10, 38, 9, 21, 34, 28]"
615,1224,20170801,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,4,2,12,22,20,17,38,35,16,"[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[4, 2, 12, 22, 20, 17, 38]","[9, 16, 41, 13, 37, 43, 3]","[6, 7, 8, 42, 43, 11, 23]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]","[9, 19, 4, 20, 11, 7, 4]"
616,1225,20170808,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,1,35,31,19,4,13,26,25,37,"[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[1, 35, 31, 19, 4, 13, 26]","[15, 21, 45, 25, 6, 43, 40]","[33, 38, 10, 14, 15, 20, 21]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]","[3, 1, 35, 44, 21, 40, 22]"
617,1226,20170815,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,10,23,11,30,19,34,15,2,26,"[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[10, 23, 11, 30, 19, 34, 15]","[17, 43, 8, 33, 25, 13, 4]","[41, 42, 20, 22, 24, 27, 30]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]","[21, 28, 45, 31, 6, 13, 1]"
618,1227,20170822,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,14,9,2,13,43,10,4,45,12,"[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[14, 9, 2, 13, 43, 10, 4]","[14, 43, 41, 16, 7, 12, 40]","[33, 37, 41, 10, 45, 14, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]","[29, 37, 9, 2, 36, 31, 25]"
619,1228,20170829,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,16,25,28,13,23,17,21,34,2,"[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 25, 28, 13, 23, 17, 21]","[24, 8, 44, 23, 22, 21, 36]","[4, 37, 38, 8, 9, 45, 20]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]","[33, 1, 23, 2, 26, 7, 37]"
620,1229,20170905,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,6,3,8,26,41,40,22,27,32,"[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[6, 3, 8, 26, 41, 40, 22]","[16, 45, 4, 35, 8, 28, 27]","[1, 34, 38, 45, 16, 29, 30]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]","[13, 28, 33, 3, 26, 31, 43]"
621,1230,20170912,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,28,33,37,43,18,35,7,19,21,"[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[28, 33, 37, 43, 18, 35, 7]","[1, 44, 20, 41, 24, 12, 45]","[33, 2, 41, 42, 14, 22, 30]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]","[12, 28, 14, 32, 1, 16, 43]"
622,1231,20170919,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,30,40,37,39,36,4,22,35,14,"[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[30, 40, 37, 39, 36, 4, 22]","[15, 6, 37, 29, 42, 14, 31]","[6, 39, 41, 20, 23, 27, 28]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]","[16, 1, 14, 4, 1, 13, 43]"
623,1232,20170926,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,2,45,29,7,23,19,21,37,43,"[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[2, 45, 29, 7, 23, 19, 21]","[41, 45, 8, 14, 6, 13, 33]","[38, 41, 42, 44, 45, 19, 25]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]","[5, 1, 27, 5, 26, 13, 37]"
624,1233,20171003,43,36,7,30,14,9,26,41,38,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,1,15,4,6,22,29,39,14,7,"[41, 45, 8, 14, 6, 13, 33]","[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[1, 15, 4, 6, 22, 29, 39]","[43, 36, 7, 30, 14, 9, 26]","[1, 38, 7, 6, 15, 25, 28]","[38, 1, 33, 9, 31, 40, 19]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]","[3, 1, 17, 43, 21, 43, 10]"
625,1234,20171010,17,42,20,7,31,28,12,1,25,43,36,7,30,14,9,26,41,38,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,9,16,41,13,37,43,3,11,26,"[43, 36, 7, 30, 14, 9, 26]","[41, 45, 8, 14, 6, 13, 33]","[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[9, 16, 41, 13, 37, 43, 3]","[17, 42, 20, 7, 31, 28, 12]","[32, 36, 5, 7, 43, 17, 31]","[42, 10, 29, 31, 26, 28, 22]","[38, 1, 33, 9, 31, 40, 19]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]","[19, 10, 30, 2, 6, 40, 19]"
626,1235,20171017,41,40,38,39,7,23,32,35,19,17,42,20,7,31,28,12,1,25,43,36,7,30,14,9,26,41,38,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,15,21,45,25,6,43,40,19,26,"[17, 42, 20, 7, 31, 28, 12]","[43, 36, 7, 30, 14, 9, 26]","[41, 45, 8, 14, 6, 13, 33]","[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[15, 21, 45, 25, 6, 43, 40]","[41, 40, 38, 39, 7, 23, 32]","[33, 41, 9, 11, 13, 23, 27]","[35, 19, 36, 5, 21, 40, 28]","[42, 10, 29, 31, 26, 28, 22]","[38, 1, 33, 9, 31, 40, 19]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]","[31, 10, 1, 41, 31, 40, 16]"
627,1236,20171024,31,15,22,9,35,40,44,32,36,41,40,38,39,7,23,32,35,19,17,42,20,7,31,28,12,1,25,43,36,7,30,14,9,26,41,38,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,17,43,8,33,25,13,4,15,23,"[41, 40, 38, 39, 7, 23, 32]","[17, 42, 20, 7, 31, 28, 12]","[43, 36, 7, 30, 14, 9, 26]","[41, 45, 8, 14, 6, 13, 33]","[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[17, 43, 8, 33, 25, 13, 4]","[31, 15, 22, 9, 35, 40, 44]","[32, 39, 43, 45, 17, 19, 21]","[38, 1, 18, 4, 36, 25, 13]","[35, 19, 36, 5, 21, 40, 28]","[42, 10, 29, 31, 26, 28, 22]","[38, 1, 33, 9, 31, 40, 19]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]","[35, 28, 33, 7, 36, 40, 25]"
628,1237,20171031,6,23,21,30,42,44,32,29,9,31,15,22,9,35,40,44,32,36,41,40,38,39,7,23,32,35,19,17,42,20,7,31,28,12,1,25,43,36,7,30,14,9,26,41,38,41,45,8,14,6,13,33,15,42,15,6,37,29,42,14,31,30,45,1,44,20,41,24,12,45,6,38,16,45,4,35,8,28,27,22,34,24,8,44,23,22,21,36,4,37,14,43,41,16,7,12,40,37,38,"[31, 15, 22, 9, 35, 40, 44]","[41, 40, 38, 39, 7, 23, 32]","[17, 42, 20, 7, 31, 28, 12]","[43, 36, 7, 30, 14, 9, 26]","[41, 45, 8, 14, 6, 13, 33]","[15, 6, 37, 29, 42, 14, 31]","[1, 44, 20, 41, 24, 12, 45]","[16, 45, 4, 35, 8, 28, 27]","[24, 8, 44, 23, 22, 21, 36]","[14, 43, 41, 16, 7, 12, 40]","[6, 23, 21, 30, 42, 44, 32]","[35, 10, 14, 21, 26, 27, 29]","[18, 1, 44, 19, 41, 31, 40]","[38, 1, 18, 4, 36, 25, 13]","[35, 19, 36, 5, 21, 40, 28]","[42, 10, 29, 31, 26, 28, 22]","[38, 1, 33, 9, 31, 40, 19]","[31, 10, 14, 24, 31, 43, 7]","[3, 37, 36, 18, 31, 37, 1]","[33, 1, 17, 21, 41, 40, 28]","[4, 28, 42, 27, 21, 19, 37]","[29, 28, 30, 23, 36, 37, 16]"
