831,20100119,18,40,31,37,33,23,14,22,42,2
832,20100126,38,18,7,33,37,20,40,30,14,2
833,20100202,21,17,37,44,32,40,38,1,36,0
834,20100209,28,32,38,19,29,22,34,17,5,0
835,20100216,42,44,5,18,24,23,28,32,15,0
836,20100223,21,44,26,20,19,37,1,39,4,0
837,20100302,22,34,17,14,35,2,8,23,10,0
838,20100309,2,1,24,26,19,43,37,18,31,0
839,20100316,8,43,44,25,42,45,39,5,26,0
840,20100323,27,2,31,3,38,37,13,12,36,1
841,20100330,6,9,44,26,23,14,30,40,24,2
842,20100406,40,39,28,29,25,2,35,31,14,0
843,20100413,41,15,2,43,36,11,39,25,42,0
844,20100420,19,21,20,22,17,33,23,26,32,0
845,20100427,30,39,9,11,44,17,1,13,15,0
846,20100504,4,12,42,22,18,3,6,35,37,0
847,20100511,28,19,18,14,5,20,16,36,34,0
848,20100518,15,27,45,7,13,18,10,3,29,1
849,20100525,27,13,18,38,42,33,22,29,40,0
850,20100601,44,15,28,36,25,24,37,26,7,2
851,20100608,16,6,18,30,40,15,14,20,23,2
852,20100615,43,15,5,26,21,40,35,12,37,0
853,20100622,32,8,15,29,10,38,18,3,39,0
854,20100629,29,3,41,14,23,6,2,10,35,1
855,20100706,1,34,21,31,17,22,45,7,40,2
856,20100713,19,9,30,45,40,34,29,6,33,0
857,20100720,16,27,39,6,31,13,23,1,45,0
858,20100727,5,6,23,7,13,3,34,2,19,2
859,20100803,40,30,26,1,19,12,8,6,28,2
860,20100810,41,19,27,3,15,40,31,28,45,0
861,20100817,11,16,28,25,22,21,41,39,14,0
862,20100824,44,30,15,2,17,3,23,5,14,0
863,20100831,2,33,12,19,4,44,17,20,5,2
864,20100907,16,40,8,13,30,33,23,24,3,2
865,20100914,40,27,28,34,8,44,3,6,23,0
866,20100921,25,34,41,18,24,29,23,38,37,1
867,20100928,16,38,9,8,44,35,39,17,40,2
868,20101005,33,32,15,26,40,6,25,14,42,0
869,20101012,27,8,23,26,3,41,29,1,13,2
870,20101019,22,37,38,4,1,40,7,9,42,0
871,20101026,13,35,8,27,45,38,19,44,23,2
872,20101102,36,20,32,8,40,6,44,28,1,0
873,20101109,32,14,30,43,23,38,11,19,12,0
874,20101116,25,4,10,35,27,39,36,6,16,0
875,20101123,12,33,38,36,28,43,26,14,11,0
876,20101130,5,20,22,43,45,7,2,14,24,1
877,20101207,26,7,8,22,39,25,20,40,38,2
878,20101214,1,19,40,23,36,27,25,7,24,1
879,20101221,28,22,38,12,34,33,5,40,13,0
880,20101228,26,13,38,8,35,42,7,16,2,0
881,20110104,35,6,37,22,43,36,14,20,10,2
882,20110111,3,4,45,40,24,33,39,20,13,0
883,20110118,34,28,27,33,9,12,17,14,20,0
884,20110125,38,19,2,36,14,21,4,35,8,0
885,20110201,28,17,30,41,5,16,34,26,9,0
886,20110208,23,33,37,34,27,38,11,14,4,0
887,20110215,41,18,14,26,30,15,23,43,5,0
888,20110222,29,20,7,11,32,37,41,33,9,0
889,20110301,39,26,5,18,2,16,28,15,31,0
890,20110308,38,8,20,33,12,16,14,43,41,0
891,20110315,20,7,13,28,16,36,29,6,45,0
892,20110322,26,15,25,8,41,28,16,24,35,1
893,20110329,44,16,13,37,39,10,15,24,40,0
894,20110405,41,17,25,24,27,3,34,43,45,2
895,20110412,18,42,24,45,43,21,40,10,44,2
896,20110419,41,5,13,40,9,18,29,19,14,0
897,20110426,35,11,20,43,19,9,45,27,37,0
898,20110503,44,29,42,36,22,25,41,21,16,2
899,20110510,36,42,45,34,19,10,40,8,7,0
900,20110517,12,35,34,17,15,30,37,4,5,0
901,20110524,11,10,14,33,39,29,26,42,21,2
902,20110531,24,7,21,40,9,15,25,3,38,0
903,20110607,25,33,4,36,45,41,43,19,21,0
904,20110614,17,15,28,8,41,9,7,6,25,0
905,20110621,4,15,13,26,21,3,1,14,27,0
906,20110628,19,15,16,31,42,17,37,39,44,0
907,20110705,28,16,23,20,35,3,27,33,17,2
908,20110712,20,29,28,34,40,6,33,21,8,0
909,20110719,8,21,7,16,35,24,27,33,5,0
910,20110726,27,24,5,34,20,9,8,7,23,0
911,20110802,41,21,10,27,35,45,23,39,37,0
912,20110809,42,2,4,20,29,27,25,32,17,0
913,20110816,33,39,29,27,14,6,26,23,30,0
914,20110823,5,24,25,18,22,39,41,16,6,0
915,20110830,9,12,39,26,18,27,7,8,30,0
916,20110906,41,4,22,16,28,8,34,13,20,2
917,20110913,20,2,27,44,16,5,40,22,31,0
918,20110920,31,24,38,37,6,20,18,21,8,0
919,20110927,4,17,29,1,27,19,22,8,28,2
920,20111004,15,26,32,34,21,40,23,37,22,0
921,20111011,9,2,19,42,1,36,25,5,6,0
922,20111018,39,32,8,25,12,6,44,41,10,0
923,20111025,45,6,10,43,16,15,36,44,9,0
924,20111101,29,33,16,36,34,35,3,14,31,0
925,20111108,23,17,44,25,31,5,12,19,13,0
926,20111115,3,6,1,18,34,21,15,12,28,0
927,20111122,9,6,22,20,28,8,7,29,39,0
928,20111129,11,25,5,21,16,10,37,39,12,0
929,20111206,34,12,9,15,6,33,5,1,4,0
930,20111213,8,2,29,33,30,24,12,17,11,1
931,20111220,18,45,21,25,11,29,42,23,40,2
932,20111227,40,8,36,29,7,9,21,32,10,0
933,20120103,9,20,12,6,38,35,18,13,41,0
934,20120110,22,35,42,1,31,39,34,6,43,1
935,20120117,6,44,37,5,39,8,7,33,40,0
936,20120124,31,11,5,7,13,32,2,27,21,2
937,20120131,40,29,27,13,44,12,10,15,18,0
938,20120207,12,39,9,14,32,1,18,25,11,0
939,20120214,33,5,1,20,25,39,21,29,41,0
940,20120221,7,10,27,31,43,23,25,20,34,0
941,20120228,13,19,41,31,45,6,14,9,28,0
942,20120306,30,8,43,12,17,5,28,25,31,0
943,20120313,21,41,32,5,15,29,7,37,36,0
944,20120320,23,26,3,42,32,33,29,13,36,2
945,20120327,23,3,15,34,40,5,22,26,2,0
946,20120403,17,11,24,15,3,18,39,34,23,0
947,20120410,21,36,7,10,44,19,27,2,8,0
948,20120417,36,35,45,42,15,22,6,10,23,2
949,20120424,21,38,24,40,35,9,27,30,39,0
950,20120501,27,45,19,16,6,11,4,13,43,0
951,20120508,6,2,37,34,36,25,29,3,8,0
952,20120515,17,8,28,34,41,42,6,4,19,0
953,20120522,45,38,10,14,7,19,17,20,25,0
954,20120529,14,6,45,22,33,12,38,19,13,0
955,20120605,35,11,45,37,3,43,29,5,24,0
956,20120612,37,12,1,44,34,33,30,27,38,0
957,20120619,10,8,42,26,45,33,7,30,37,0
958,20120626,16,4,1,2,31,39,10,18,21,0
959,20120703,7,11,19,17,25,43,1,14,21,0
960,20120710,32,34,21,28,19,24,45,16,18,2
961,20120717,20,19,37,40,1,9,4,7,24,0
962,20120724,32,34,20,3,17,4,16,38,41,2
963,20120731,31,20,40,36,6,29,43,17,2,0
964,20120807,14,20,1,17,19,8,5,18,2,0
965,20120814,4,15,38,19,28,3,44,42,25,1
966,20120821,42,14,19,7,28,4,18,27,40,0
967,20120828,5,35,18,33,36,32,44,4,39,0
968,20120904,35,42,26,39,28,25,12,18,5,0
969,20120911,34,6,32,18,44,20,33,2,23,0
970,20120918,26,9,20,10,1,12,32,19,17,0
971,20120925,12,17,11,6,14,16,7,10,39,2
972,20121002,40,45,15,35,5,44,29,12,36,0
973,20121009,28,33,2,15,11,13,41,17,16,0
974,20121016,12,15,1,22,33,4,43,45,30,0
975,20121023,45,16,5,4,23,44,8,36,24,0
976,20121030,21,27,41,14,16,2,25,43,32,0
977,20121106,26,21,31,4,8,5,16,41,32,0
978,20121113,29,43,8,7,15,2,13,21,20,0
979,20121120,8,12,3,37,7,17,39,32,23,0
980,20121127,19,24,39,34,26,43,44,31,5,0
981,20121204,9,13,33,22,16,34,1,4,5,0
982,20121211,1,3,21,31,7,14,24,10,34,0
983,20121218,25,12,21,3,15,5,30,32,20,0
984,20121225,36,19,15,43,12,41,22,38,1,0
985,20130101,28,16,2,32,15,20,5,10,24,0
986,20130108,39,25,19,28,42,8,30,44,43,2
987,20130115,13,40,35,30,39,1,15,33,25,0
988,20130122,28,17,21,44,34,36,7,31,25,0
989,20130129,30,1,27,14,39,28,24,17,8,1
990,20130205,39,36,6,22,38,19,34,40,17,0
991,20130212,19,27,45,42,30,37,17,8,18,0
992,20130219,43,5,16,3,42,2,28,27,39,0
993,20130226,1,27,41,20,2,18,35,22,28,0
994,20130305,10,8,18,7,34,12,23,35,26,0
995,20130312,27,3,5,26,2,44,11,19,45,2
996,20130319,3,38,21,10,28,40,8,19,42,2
997,20130326,11,1,37,33,40,26,7,27,2,0
998,20130402,44,14,25,43,19,21,18,20,12,2
999,20130409,35,17,12,44,42,40,7,36,30,0
1000,20130416,8,6,32,23,45,3,36,21,15,2
1001,20130423,40,24,4,7,16,22,37,43,20,0
1002,20130430,41,35,19,12,27,39,7,8,21,0
1003,20130507,12,39,27,44,26,6,32,14,41,0
1004,20130514,31,44,35,28,16,24,18,4,20,0
1005,20130521,13,9,1,12,26,22,41,34,39,0
1006,20130528,3,43,19,23,2,41,39,11,33,0
1007,20130604,1,25,30,31,26,14,35,18,27,1
1008,20130611,18,17,41,22,26,2,5,10,40,0
1009,20130618,3,6,26,29,38,24,25,30,19,2
1010,20130625,31,20,9,40,1,35,29,44,27,0
1011,20130702,4,20,17,10,16,41,7,5,36,0
1012,20130709,45,13,38,42,31,20,15,35,18,1
1013,20130716,1,41,2,17,13,11,7,40,33,0
1014,20130723,42,33,9,6,2,43,36,21,35,2
1015,20130730,34,41,8,40,28,31,37,39,42,0
1016,20130806,7,29,39,21,16,3,13,9,43,0
1017,20130813,27,30,33,16,25,29,37,21,3,0
1018,20130820,1,31,11,14,43,30,33,27,15,0
1019,20130827,17,26,38,7,36,45,9,44,41,0
1020,20130903,7,31,19,28,18,33,37,10,21,0
1021,20130910,26,31,8,22,23,28,18,34,7,2
1022,20130917,21,20,29,40,12,37,18,13,8,0
1023,20130924,27,8,41,31,24,9,44,13,38,1
1024,20131001,20,43,10,33,14,42,37,9,40,0
1025,20131008,36,42,1,27,8,11,12,13,9,0
1026,20131015,32,45,38,24,5,39,28,29,30,0
1027,20131022,2,10,39,22,18,5,36,1,11,1
1028,20131029,7,21,15,42,24,28,20,8,40,0
1029,20131105,45,43,32,39,29,7,13,36,16,0
1030,20131112,17,45,10,37,18,3,6,25,19,0
1031,20131119,6,36,5,38,8,29,30,43,16,0
1032,20131126,44,7,37,9,30,42,19,11,33,2
1033,20131203,31,26,12,24,40,6,5,11,43,2
1034,20131210,21,33,20,23,40,2,19,18,44,0
1035,20131217,35,20,38,11,42,9,43,32,8,0
1036,20131224,26,24,20,17,34,39,36,22,23,0
1037,20131231,4,6,36,22,24,42,33,7,16,0
1038,20140107,13,41,4,9,36,14,7,43,44,0
1039,20140114,28,17,19,14,21,20,29,1,45,2
1040,20140121,40,22,45,21,36,44,24,4,38,0
1041,20140128,31,23,7,42,1,29,16,30,15,0
1042,20140204,4,25,31,26,14,36,22,30,12,0
1043,20140211,44,43,26,3,39,22,5,8,15,0
1044,20140218,28,38,22,36,7,15,20,26,21,0
1045,20140225,1,11,30,27,36,4,7,19,25,0
1046,20140304,20,38,34,21,3,16,37,6,13,0
1047,20140311,41,38,30,34,42,24,32,28,13,0
1048,20140318,16,17,22,14,19,43,41,44,7,0
1049,20140325,4,19,24,33,30,2,38,20,3,2
1050,20140401,45,40,33,16,29,23,15,41,22,2
1051,20140408,31,10,19,40,16,1,21,42,17,0
1052,20140415,24,35,6,25,18,12,19,23,31,0
1053,20140422,35,5,22,27,17,31,29,38,12,1
1054,20140429,36,5,30,12,4,43,35,40,16,0
1055,20140506,12,7,25,35,10,4,1,33,5,0
1056,20140513,28,11,15,25,3,29,41,4,43,1
1057,20140520,14,26,35,4,6,23,20,40,19,0
1058,20140527,16,5,26,4,31,39,7,32,9,2
1059,20140603,32,12,3,23,40,2,19,6,37,2
1060,20140610,21,35,40,20,14,5,8,22,41,0
1061,20140617,16,44,2,17,1,32,34,35,5,0
1062,20140624,7,41,1,3,36,23,37,32,10,2
1063,20140701,36,12,32,41,40,8,26,10,2,0
1064,20140708,10,19,44,20,15,1,11,28,4,0
1065,20140715,39,42,14,30,41,28,7,34,8,0
1066,20140722,14,10,37,22,1,29,3,15,13,0
1067,20140729,17,16,19,35,24,25,3,33,14,0
1068,20140805,43,15,30,38,10,1,31,22,35,0
1069,20140812,21,9,42,33,3,35,25,16,38,0
1070,20140819,32,41,5,37,3,29,43,16,36,0
1071,20140826,33,5,41,7,31,1,43,38,42,0
1072,20140902,4,26,3,12,2,17,32,22,8,2
1073,20140909,9,40,29,1,3,15,43,39,18,0
1074,20140916,44,38,28,43,25,15,23,8,41,0
1075,20140923,36,13,33,45,34,15,31,2,32,1
1076,20140930,43,39,6,16,15,35,22,40,2,2
1077,20141007,40,14,34,27,10,30,36,17,4,0
1078,20141014,6,15,23,28,20,19,3,2,31,0
1079,20141021,45,38,21,24,17,3,12,19,2,0
1080,20141028,17,19,6,14,32,34,25,41,5,2
1081,20141104,38,40,21,9,22,6,20,18,2,0
1082,20141111,25,14,13,31,23,18,21,38,2,0
1083,20141118,43,25,10,33,2,41,21,4,31,0
1084,20141125,29,38,44,14,37,28,30,9,34,0
1085,20141202,8,9,13,24,42,16,25,33,4,1
1086,20141209,1,45,35,36,29,15,21,19,40,0
1087,20141216,7,21,42,13,43,25,15,22,27,0
1088,20141223,25,21,11,42,20,45,4,23,1,0
1089,20141230,17,37,19,13,25,6,34,45,12,0
1090,20150106,35,41,7,43,26,4,19,31,23,2
1091,20150113,39,40,6,2,35,19,11,22,8,2
1092,20150120,24,44,40,33,36,23,38,20,37,0
1093,20150127,28,20,15,14,34,31,2,42,29,2
1094,20150203,40,7,35,31,9,30,1,13,39,0
1095,20150210,10,5,7,2,12,36,11,4,14,2
1096,20150217,6,42,36,39,40,32,44,38,28,0
1097,20150224,31,38,4,30,19,25,2,22,11,0
1098,20150303,3,4,21,31,23,18,6,26,37,0
1099,20150310,5,26,43,31,20,23,19,21,35,0
1100,20150317,25,22,5,36,27,45,3,44,41,0
1101,20150324,15,29,5,16,42,14,4,36,10,0
1102,20150331,4,33,16,28,45,11,24,44,41,0
1103,20150407,16,17,44,32,29,4,3,33,34,0
1104,20150414,42,14,26,11,22,10,36,45,34,0
1105,20150421,33,24,2,42,45,12,3,19,6,0
1106,20150428,25,8,2,28,33,37,10,1,41,0
1107,20150505,35,41,2,34,29,30,45,19,3,0
1108,20150512,37,2,17,18,29,45,21,11,38,0
1109,20150519,27,24,30,28,33,13,43,4,25,0
1110,20150526,16,25,14,2,27,6,4,45,21,2
1111,20150602,26,9,42,39,32,40,44,11,4,0
1112,20150609,2,30,33,18,21,37,17,32,43,0
1113,20150616,15,32,7,21,14,5,10,16,31,2
1114,20150623,7,40,8,20,17,4,30,28,45,0
1115,20150630,36,2,5,45,19,27,9,41,7,0
1116,20150707,22,29,33,10,13,11,2,9,8,1
1117,20150714,11,23,1,36,19,17,27,40,45,0
1118,20150721,33,34,30,38,2,44,15,20,8,0
1119,20150728,21,26,30,3,13,20,33,17,37,0
1120,20150804,25,38,14,36,33,20,18,19,6,2
1121,20150811,14,19,40,9,44,8,41,18,4,0
1122,20150818,1,15,4,32,11,9,37,44,34,0
1123,20150825,6,32,42,3,25,7,29,22,2,0
1124,20150901,15,21,34,25,45,18,19,30,1,0
1125,20150908,24,13,25,43,18,22,45,12,35,0
1126,20150915,38,4,13,21,9,37,24,28,34,0
1127,20150922,33,29,2,1,19,43,13,31,9,0
1128,20150929,27,42,21,23,35,37,44,28,32,0
1129,20151006,34,26,1,10,12,3,42,4,20,1
1130,20151013,26,13,7,36,21,2,42,40,29,0
1131,20151020,36,37,28,41,29,32,34,30,9,1
1132,20151027,21,11,43,10,35,9,45,41,40,0
1133,20151103,18,30,44,10,5,3,11,31,42,2
1134,20151110,30,19,40,37,5,32,31,44,24,0
1135,20151117,22,23,36,34,20,25,33,21,13,0
1136,20151124,19,5,26,29,39,16,32,4,1,0
1137,20151201,25,22,24,9,12,30,1,6,39,0
1138,20151208,13,15,29,8,7,5,14,28,27,2
1139,20151215,19,14,30,8,36,40,11,5,16,0
1140,20151222,44,20,37,4,8,33,6,2,1,0
1141,20151229,27,44,26,20,10,29,34,19,2,0
